source_file,method_id,train_dataset,test_dataset,model,variant,subject,n_test,acc,precision_macro,f1_macro,bac,kappa,adabn_acc,adabn_bac,adabn_kappa,tent_acc,tent_bac,tent_kappa,snap_acc,snap_bac,snap_kappa,snap_adabn_acc,snap_adabn_bac,snap_adabn_kappa
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,11,200,51.0,,,51.0,0.02,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,12,200,71.0,,,71.0,0.42,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,13,200,54.0,,,54.0,0.08,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,14,200,96.0,,,96.0,0.92,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,15,200,64.0,,,64.0,0.28,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,16,200,50.0,,,50.0,0.0,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,17,200,50.0,,,50.0,0.0,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,18,200,58.0,,,58.0,0.16,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,19,200,64.5,,,64.5,0.29,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,20,200,58.0,,,58.0,0.16,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,21,200,57.0,,,57.0,0.14,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,22,200,58.5,,,58.5,0.17,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,23,200,53.5,,,53.5,0.07,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,24,200,64.0,,,64.0,0.28,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,25,200,64.0,,,64.0,0.28,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,26,200,56.5,,,56.5,0.13,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,27,200,59.0,,,59.0,0.18,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,28,200,49.0,,,49.0,-0.02,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,29,200,54.5,,,54.5,0.09,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,30,200,57.0,,,57.0,0.14,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,31,200,55.5,,,55.5,0.11,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,32,200,48.0,,,48.0,-0.04,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,33,200,56.5,,,56.5,0.13,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,34,200,45.0,,,45.0,-0.1,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,35,200,42.0,,,42.0,-0.16,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,36,200,71.0,,,71.0,0.42,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,37,200,50.0,,,50.0,0.0,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,38,200,50.0,,,50.0,0.0,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,39,200,57.0,,,57.0,0.14,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,40,200,51.5,,,51.5,0.03,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,41,200,76.5,,,76.5,0.53,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,42,200,63.0,,,63.0,0.26,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,43,200,58.5,,,58.5,0.17,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,44,200,54.5,,,54.5,0.09,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,45,200,51.5,,,51.5,0.03,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,46,240,56.67,,,56.67,0.133,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,47,200,62.0,,,62.0,0.24,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,48,200,79.5,,,79.5,0.59,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,49,200,62.5,,,62.5,0.25,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,50,200,52.0,,,52.0,0.04,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,51,200,62.5,,,62.5,0.25,,,,,,,,,,,,
loso_results_20260608_extra_variants_physionet_pivot_dataset_cross_lee2019_to_cho2017_csp_lda.csv,20260608_extra_variants_physionet_pivot_dataset,lee2019,cho2017,physionet_pivot_dataset,physionet_pivot_dataset,52,200,58.0,,,58.0,0.16,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,1,200,73.0,74.41,72.61,73.0,0.46,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,2,200,71.5,71.99,71.34,71.5,0.43,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,3,200,84.5,84.59,84.49,84.5,0.69,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,4,200,63.5,64.56,62.82,63.5,0.27,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,5,200,79.5,79.53,79.5,79.5,0.59,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,6,200,62.0,62.04,61.97,62.0,0.24,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,7,200,59.5,59.62,59.38,59.5,0.19,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,8,200,69.5,69.6,69.46,69.5,0.39,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,9,200,75.0,75.04,74.99,75.0,0.5,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,10,200,61.5,61.59,61.42,61.5,0.23,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,11,200,51.0,51.03,50.68,51.0,0.02,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,12,200,67.0,67.06,66.97,67.0,0.34,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,13,200,62.0,62.04,61.97,62.0,0.24,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,14,200,66.0,66.32,65.83,66.0,0.32,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,15,200,52.0,52.2,50.9,52.0,0.04,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,16,200,59.0,59.55,58.4,59.0,0.18,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,17,200,74.0,74.09,73.98,74.0,0.48,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,18,200,88.0,88.0,88.0,88.0,0.76,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,19,200,79.0,79.05,78.99,79.0,0.58,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,20,200,58.5,58.82,58.12,58.5,0.17,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,21,200,92.5,92.71,92.49,92.5,0.85,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,22,200,69.0,69.19,68.92,69.0,0.38,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,23,200,76.5,76.57,76.49,76.5,0.53,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,24,200,52.0,52.01,51.92,52.0,0.04,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,25,200,60.0,60.33,59.67,60.0,0.2,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,26,200,63.0,63.08,62.94,63.0,0.26,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,27,200,48.0,47.7,46.26,48.0,-0.04,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,28,200,80.5,80.53,80.5,80.5,0.61,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,29,200,77.5,80.03,77.02,77.5,0.55,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,30,200,58.0,58.12,57.85,58.0,0.16,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,31,200,66.5,66.5,66.5,66.5,0.33,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,32,200,93.0,93.02,93.0,93.0,0.86,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,33,200,87.5,87.96,87.46,87.5,0.75,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,34,200,53.0,54.23,49.3,53.0,0.06,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,35,200,52.0,52.01,51.96,52.0,0.04,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,36,200,97.0,97.08,97.0,97.0,0.94,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,37,200,90.0,90.06,90.0,90.0,0.8,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,38,200,61.0,62.86,59.54,61.0,0.22,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,39,200,84.0,84.05,83.99,84.0,0.68,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,40,200,59.0,59.01,58.98,59.0,0.18,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,41,200,62.5,62.51,62.49,62.5,0.25,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,42,200,67.0,67.45,66.79,67.0,0.34,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,43,200,73.5,74.04,73.35,73.5,0.47,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,44,200,84.5,85.79,84.36,84.5,0.69,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,45,200,86.0,86.95,85.91,86.0,0.72,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,46,200,73.0,73.23,72.93,73.0,0.46,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,47,200,68.5,68.52,68.49,68.5,0.37,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,48,200,57.0,57.05,56.93,57.0,0.14,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,49,200,76.5,76.82,76.43,76.5,0.53,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,50,200,51.0,51.01,50.92,51.0,0.02,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,51,200,58.5,58.5,58.5,58.5,0.17,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,52,200,68.0,68.01,68.0,68.0,0.36,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,53,200,64.0,64.2,63.87,64.0,0.28,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_cho2017_to_lee2019_csp_lda.csv,20260608_metrics_final_base,cho2017,lee2019,base,base,54,200,58.0,58.16,57.79,58.0,0.16,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,1,200,72.5,72.89,72.38,72.5,0.45,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,2,200,53.0,53.04,52.83,53.0,0.06,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,3,200,91.0,91.26,90.99,91.0,0.82,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,4,200,82.0,82.12,81.98,82.0,0.64,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,5,200,62.5,62.56,62.45,62.5,0.25,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,6,200,57.0,57.07,56.89,57.0,0.14,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,7,240,55.42,56.4,53.64,55.42,0.108,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,8,200,59.5,59.58,59.42,59.5,0.19,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,9,240,67.5,67.82,67.35,67.5,0.35,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,10,200,78.0,78.0,78.0,78.0,0.56,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,11,200,63.5,63.53,63.48,63.5,0.27,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,12,200,75.0,75.84,74.8,75.0,0.5,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,13,200,46.5,46.5,46.49,46.5,-0.07,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,14,200,96.0,96.17,96.0,96.0,0.92,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,15,200,67.5,67.52,67.49,67.5,0.35,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,16,200,61.5,61.7,61.34,61.5,0.23,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,17,200,50.0,50.0,49.87,50.0,0.0,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,18,200,61.0,61.02,60.98,61.0,0.22,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,19,200,66.5,66.54,66.48,66.5,0.33,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,20,200,68.5,68.5,68.5,68.5,0.37,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,21,200,69.0,69.38,68.85,69.0,0.38,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,22,200,71.0,71.08,70.97,71.0,0.42,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,23,200,78.0,78.18,77.96,78.0,0.56,,,,,,,,,,,,
loso_results_20260608_metrics_final_base_cross_lee2019_to_cho2017_csp_lda.csv,20260608_metrics_final_base,lee2019,cho2017,base,base,24,200,70.5,70.6,70.46,70.5,0.41,,,,,,,,,,,,
