source_file,method_id,eval_type,train_dataset,test_dataset,model,n_subjects,mean_acc,mean_precision_macro,mean_f1_macro,mean_bac,mean_kappa
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_sourceweight_tau5_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_sourceweight_tau5,base,cho2017,lee2019,conformer,54,70.3519,,,70.3519,0.407
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_sourceweight_tau5_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_sourceweight_tau5,base,lee2019,cho2017,conformer,52,69.0673,,,69.0673,0.3813
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_tent_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_tent,base,cho2017,lee2019,conformer,54,71.6204,,,71.6204,0.4324
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_tent_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_tent,tent,cho2017,lee2019,conformer,54,70.037,,,70.037,0.4007
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_tent_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_tent,base,lee2019,cho2017,conformer,52,67.7577,,,67.7577,0.3551
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_tent_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_tent,tent,lee2019,cho2017,conformer,52,62.8231,,,62.8231,0.2565
loso_results_20260616_sfreq100_conformer_ea_adabn_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_ea_adabn,adabn,cho2017,lee2019,conformer,54,65.7593,,,65.7593,0.3152
loso_results_20260616_sfreq100_conformer_ea_adabn_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_ea_adabn,base,cho2017,lee2019,conformer,54,63.4907,,,63.4907,0.2698
loso_results_20260616_sfreq100_conformer_ea_adabn_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_ea_adabn,adabn,lee2019,cho2017,conformer,52,64.5365,,,64.5365,0.2907
loso_results_20260616_sfreq100_conformer_ea_adabn_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_ea_adabn,base,lee2019,cho2017,conformer,52,60.4462,,,60.4462,0.2089
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,base,cho2017,lee2019,conformer,54,63.3519,,,63.3519,0.267
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,snapshot,cho2017,lee2019,conformer,54,60.6759,,,60.6759,0.2135
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,snapshot_adabn,cho2017,lee2019,conformer,54,64.1759,,,64.1759,0.2835
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,base,lee2019,cho2017,conformer,52,65.425,,,65.425,0.3085
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,snapshot,lee2019,cho2017,conformer,52,63.4346,,,63.4346,0.2687
loso_results_20260616_sfreq100_conformer_ea_snapx6_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_ea_snapx6,snapshot_adabn,lee2019,cho2017,conformer,52,64.0596,,,64.0596,0.2811
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_adabn,adabn,cho2017,lee2019,cspnet,54,72.4074,,,72.4074,0.4481
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_adabn,base,cho2017,lee2019,cspnet,54,72.1111,,,72.1111,0.4422
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_adabn,adabn,lee2019,cho2017,cspnet,52,69.9019,,,69.9019,0.398
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_adabn,base,lee2019,cho2017,cspnet,52,69.9808,,,69.9808,0.3996
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_tent_cross_cho2017_to_lee2019_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_tent,base,cho2017,lee2019,cspnet,54,72.1111,,,72.1111,0.4422
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_tent_cross_cho2017_to_lee2019_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_tent,tent,cho2017,lee2019,cspnet,54,72.2222,,,72.2222,0.4444
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_tent_cross_lee2019_to_cho2017_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_tent,base,lee2019,cho2017,cspnet,52,68.6308,,,68.6308,0.3726
loso_results_20260616_sfreq100_cspnet_datasetea_subjectea_tent_cross_lee2019_to_cho2017_cspnet.csv,20260616_sfreq100_cspnet_datasetea_subjectea_tent,tent,lee2019,cho2017,cspnet,52,68.5385,,,68.5385,0.3707
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_adabn,adabn,cho2017,lee2019,eegnet,54,70.7222,,,70.7222,0.4144
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_adabn,base,cho2017,lee2019,eegnet,54,70.8056,,,70.8056,0.4161
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_adabn,adabn,lee2019,cho2017,eegnet,52,68.9,,,68.9,0.378
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_adabn,base,lee2019,cho2017,eegnet,52,68.6904,,,68.6904,0.3738
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_sessionea_sourceweight_tau5_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_sessionea_sourceweight_tau5,base,cho2017,lee2019,eegnet,54,71.3796,,,71.3796,0.4276
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_sessionea_sourceweight_tau5_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_sessionea_sourceweight_tau5,base,lee2019,cho2017,eegnet,52,68.7673,,,68.7673,0.3753
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_sourceweight_tau5_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_sourceweight_tau5,base,cho2017,lee2019,eegnet,54,70.0185,,,70.0185,0.4004
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_sourceweight_tau5_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_sourceweight_tau5,base,lee2019,cho2017,eegnet,52,67.7481,,,67.7481,0.355
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_tent_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_tent,base,cho2017,lee2019,eegnet,54,70.8056,,,70.8056,0.4161
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_tent_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_tent,tent,cho2017,lee2019,eegnet,54,70.1667,,,70.1667,0.4033
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_tent_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_tent,base,lee2019,cho2017,eegnet,52,68.7154,,,68.7154,0.3743
loso_results_20260616_sfreq100_eegnet_datasetea_subjectea_tent_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_datasetea_subjectea_tent,tent,lee2019,cho2017,eegnet,52,68.4788,,,68.4788,0.3696
loso_results_20260616_sfreq100_eegnet_ea_adabn_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_ea_adabn,adabn,cho2017,lee2019,eegnet,54,63.9537,,,63.9537,0.2791
loso_results_20260616_sfreq100_eegnet_ea_adabn_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_ea_adabn,base,cho2017,lee2019,eegnet,54,61.8426,,,61.8426,0.2369
loso_results_20260616_sfreq100_eegnet_ea_adabn_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_ea_adabn,adabn,lee2019,cho2017,eegnet,52,64.7385,,,64.7385,0.2947
loso_results_20260616_sfreq100_eegnet_ea_adabn_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_ea_adabn,base,lee2019,cho2017,eegnet,52,63.7135,,,63.7135,0.2742
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,base,cho2017,lee2019,eegnet,54,61.7037,,,61.7037,0.2341
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,snapshot,cho2017,lee2019,eegnet,54,62.7037,,,62.7037,0.2541
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_cho2017_to_lee2019_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,snapshot_adabn,cho2017,lee2019,eegnet,54,65.287,,,65.287,0.3057
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,base,lee2019,cho2017,eegnet,52,63.7942,,,63.7942,0.2759
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,snapshot,lee2019,cho2017,eegnet,52,63.0423,,,63.0423,0.2608
loso_results_20260616_sfreq100_eegnet_ea_snapx6_cross_lee2019_to_cho2017_eegnet.csv,20260616_sfreq100_eegnet_ea_snapx6,snapshot_adabn,lee2019,cho2017,eegnet,52,64.5788,,,64.5788,0.2916
loso_results_20260617_sfreq100_conformer_datasetea_subjectea_adabn_con_cross_cho2017_to_lee2019_conformercontrastive.csv,20260617_sfreq100_conformer_datasetea_subjectea_adabn_con,adabn,cho2017,lee2019,conformercontrastive,54,71.3519,,,71.3519,0.427
loso_results_20260617_sfreq100_conformer_datasetea_subjectea_adabn_con_cross_cho2017_to_lee2019_conformercontrastive.csv,20260617_sfreq100_conformer_datasetea_subjectea_adabn_con,base,cho2017,lee2019,conformercontrastive,54,71.6204,,,71.6204,0.4324
loso_results_20260617_sfreq100_conformer_datasetea_subjectea_adabn_con_cross_lee2019_to_cho2017_conformercontrastive.csv,20260617_sfreq100_conformer_datasetea_subjectea_adabn_con,adabn,lee2019,cho2017,conformercontrastive,52,68.4615,,,68.4615,0.3693
loso_results_20260617_sfreq100_conformer_datasetea_subjectea_adabn_con_cross_lee2019_to_cho2017_conformercontrastive.csv,20260617_sfreq100_conformer_datasetea_subjectea_adabn_con,base,lee2019,cho2017,conformercontrastive,52,68.1192,,,68.1192,0.3624
loso_results_20260617_sfreq100_cspnet_datasetea_subjectea_dann_cross_cho2017_to_lee2019_cspnetdann.csv,20260617_sfreq100_cspnet_datasetea_subjectea_dann,base,cho2017,lee2019,cspnetdann,54,62.463,,,62.463,0.2493
loso_results_20260617_sfreq100_cspnet_datasetea_subjectea_dann_cross_lee2019_to_cho2017_cspnetdann.csv,20260617_sfreq100_cspnet_datasetea_subjectea_dann,base,lee2019,cho2017,cspnetdann,52,58.5231,,,58.5231,0.1705
loso_results_20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con_cross_cho2017_to_lee2019_eegnetcontrastive.csv,20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con,adabn,cho2017,lee2019,eegnetcontrastive,54,70.7222,,,70.7222,0.4144
loso_results_20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con_cross_cho2017_to_lee2019_eegnetcontrastive.csv,20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con,base,cho2017,lee2019,eegnetcontrastive,54,70.8056,,,70.8056,0.4161
loso_results_20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con_cross_lee2019_to_cho2017_eegnetcontrastive.csv,20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con,adabn,lee2019,cho2017,eegnetcontrastive,52,68.9,,,68.9,0.378
loso_results_20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con_cross_lee2019_to_cho2017_eegnetcontrastive.csv,20260617_sfreq100_eegnet_datasetea_subjectea_adabn_con,base,lee2019,cho2017,eegnetcontrastive,52,68.6904,,,68.6904,0.3738
loso_results_kmm_cross_ea_cross_cho2017_to_lee2019_kmm_tradaboost.csv,kmm,base,cho2017,lee2019,kmm_tradaboost,54,67.1574,,,67.1574,0.3431
loso_results_kmm_cross_noea_cross_cho2017_to_lee2019_kmm_tradaboost.csv,kmm,base,cho2017,lee2019,kmm_tradaboost,54,50.0093,,,50.0093,0.0002
loso_results_kmm_cross_ea_cross_lee2019_to_cho2017_kmm_tradaboost.csv,kmm,base,lee2019,cho2017,kmm_tradaboost,52,63.9038,,,63.9038,0.2781
loso_results_kmm_cross_noea_cross_lee2019_to_cho2017_kmm_tradaboost.csv,kmm,base,lee2019,cho2017,kmm_tradaboost,52,50.0,,,50.0,0.0
