source_file,method_id,eval_type,train_dataset,test_dataset,model,n_subjects,mean_acc,mean_precision_macro,mean_f1_macro,mean_bac,mean_kappa
loso_results_20260612_sfreq100_ea_cspnet_cross_cho2017_to_lee2019_cspnet.csv,20260612_sfreq100_ea_cspnet,base,cho2017,lee2019,cspnet,54,59.2407,,,59.2407,0.1848
loso_results_20260612_sfreq100_ea_cspnet_cross_lee2019_to_cho2017_cspnet.csv,20260612_sfreq100_ea_cspnet,base,lee2019,cho2017,cspnet,52,61.4231,,,61.4231,0.2285
loso_results_20260612_sfreq100_ea_tent_cross_cho2017_to_lee2019_cspnet.csv,20260612_sfreq100_ea_tent,base,cho2017,lee2019,cspnet,54,59.2407,,,59.2407,0.1848
loso_results_20260612_sfreq100_ea_tent_cross_cho2017_to_lee2019_cspnet.csv,20260612_sfreq100_ea_tent,tent,cho2017,lee2019,cspnet,54,66.5926,,,66.5926,0.3319
loso_results_20260612_sfreq100_ea_tent_cross_lee2019_to_cho2017_cspnet.csv,20260612_sfreq100_ea_tent,base,lee2019,cho2017,cspnet,52,62.1442,,,62.1442,0.2429
loso_results_20260612_sfreq100_ea_tent_cross_lee2019_to_cho2017_cspnet.csv,20260612_sfreq100_ea_tent,tent,lee2019,cho2017,cspnet,52,64.1327,,,64.1327,0.2826
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_cho2017_to_lee2019_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,adabn,cho2017,lee2019,cspnet,54,66.6019,,,66.6019,0.332
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_cho2017_to_lee2019_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,base,cho2017,lee2019,cspnet,54,59.9074,,,59.9074,0.1981
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_cho2017_to_lee2019_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,snapshot,cho2017,lee2019,cspnet,54,63.8056,,,63.8056,0.2761
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_cho2017_to_lee2019_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,snapshot_adabn,cho2017,lee2019,cspnet,54,66.4074,,,66.4074,0.3281
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_lee2019_to_cho2017_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,adabn,lee2019,cho2017,cspnet,52,64.7423,,,64.7423,0.2948
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_lee2019_to_cho2017_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,base,lee2019,cho2017,cspnet,52,61.2346,,,61.2346,0.2247
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_lee2019_to_cho2017_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,snapshot,lee2019,cho2017,cspnet,52,61.3615,,,61.3615,0.2273
loso_results_20260613_sfreq100_ea_adabn_snapx6_cross_lee2019_to_cho2017_cspnet.csv,20260613_sfreq100_ea_adabn_snapx6,snapshot_adabn,lee2019,cho2017,cspnet,52,63.4788,,,63.4788,0.2696
loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv,20260613_sfreq100_sessionea_session_ea,base,cho2017,lee2019,session_ea,54,70.6019,70.9344,70.3817,70.6019,0.412
loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv,20260613_sfreq100_sessionea_session_ea,base,lee2019,cho2017,session_ea,52,65.4008,65.6977,65.1673,65.4008,0.308
