group,baseline,candidate,dataset,feature,n,rho,p
NoEA_to_EA,conformer_noea,ea_conformer,lee2019,source_pool_sim_weight,54,-0.1823075053331269,0.18702790997355442
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,baseline_acc,52,-0.10604474459450718,0.4543250775715755
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,cov_condition_num,52,0.33309135024768033,0.01582555624094421
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_mean_dist,52,0.38511818592370944,0.004813535208335835
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_min_dist,52,0.38165827320633805,0.005241437475602206
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_knn3_dist,52,0.3845628912900572,0.0048800746023878756
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_knn5_dist,52,0.39857340204682046,0.003426705684942793
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_knn10_dist,52,0.4189911585764936,0.001991152173505375
NoEA_to_EA,cspnet_noea,ea_cspnet,cho2017,source_pool_sim_weight,52,-0.41331006732451336,0.002323677518463349
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,baseline_acc,54,-0.3474834745549945,0.01003865284241177
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,cov_condition_num,54,0.29671063351983185,0.029355978840251602
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_mean_dist,54,0.25412168599467017,0.06369926491521072
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_min_dist,54,0.30335084576837856,0.025758362071520977
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_knn3_dist,54,0.31754716161009916,0.01929404181488933
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_knn5_dist,54,0.3165167838473936,0.019711653192654662
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_knn10_dist,54,0.31434154190390423,0.020618488531379816
NoEA_to_EA,cspnet_noea,ea_cspnet,lee2019,source_pool_sim_weight,54,-0.25412168599467017,0.06369926491521072
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,baseline_acc,52,-0.24495875560986854,0.08007392820942713
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,cov_condition_num,52,0.17698755970793956,0.20941081403502018
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_mean_dist,52,0.2047754615944518,0.14532546539996605
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_min_dist,52,0.21165831113864944,0.13198730499243289
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_knn3_dist,52,0.2198664298497423,0.11730863182545649
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_knn5_dist,52,0.21576237049419586,0.1244844150355809
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_knn10_dist,52,0.2338458820295723,0.09521301529986059
NoEA_to_EA,eegnet_noea,ea_eegnet,cho2017,source_pool_sim_weight,52,-0.19772160957710638,0.16000767483304043
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,baseline_acc,54,-0.17001543077293807,0.219037568579879
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,cov_condition_num,54,0.2525395098561507,0.06542496058625336
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_mean_dist,54,0.17224156772922525,0.21297437012460232
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_min_dist,54,0.21557878328512653,0.11744751966798858
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_knn3_dist,54,0.1960293080740063,0.15542306634528982
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_knn5_dist,54,0.18801096863194527,0.17337421095410852
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_knn10_dist,54,0.19896936586942868,0.1491967019978057
NoEA_to_EA,eegnet_noea,ea_eegnet,lee2019,source_pool_sim_weight,54,-0.17224156772922525,0.21297437012460232
