train_dataset,test_dataset,subject,baseline_acc,baseline_bac,baseline_file,candidate_acc,candidate_bac,candidate_file,comparison,delta,common_n_channels,source_dataset_mean_dist,source_dataset_min_dist,source_dataset_knn3_dist,source_dataset_knn5_dist,source_dataset_knn10_dist,source_dataset_sim_weight
lee2019,cho2017,10,52.0,52.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,67.0,67.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,15.0,48,0.2345430571090367,0.23421430639380872,0.23428277894745952,0.23431435196237088,0.23438424626756818,42.71033779954709
lee2019,cho2017,11,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,51.0,51.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,1.0,48,0.20405962164798488,0.20374724879917452,0.203812442486617,0.20384237288872695,0.2039088776202659,44.03234287005406
lee2019,cho2017,12,54.5,54.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,70.0,70.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,15.5,48,0.5919688920104236,0.5916240764281285,0.5917013258695155,0.5917353273495513,0.5918057333008147,29.874795328120392
lee2019,cho2017,13,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,58.0,58.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,8.0,48,0.18321229656634663,0.18293362286369327,0.18298866367246103,0.18301164731237374,0.18307308377123221,44.95993471706386
lee2019,cho2017,14,60.0,60.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,88.5,88.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,28.5,48,0.2131732157391221,0.2128168865174886,0.2128928426586678,0.21293040563756666,0.21300301215548578,43.63287307923009
lee2019,cho2017,15,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,59.0,59.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,9.0,48,0.15830028618966188,0.15800362411825575,0.15805766651367276,0.15808592735343216,0.15815215280045875,46.094044925110694
lee2019,cho2017,16,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,51.0,51.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,1.0,48,0.18390463018331527,0.18351423965862976,0.1835925557581967,0.1836377385003532,0.18371842517887432,44.92881833149456
lee2019,cho2017,17,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,49.0,49.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-1.0,48,0.1104763036985614,0.11007167173749677,0.11015060032831231,0.11020102005421784,0.11028548142740661,48.35200789502153
lee2019,cho2017,18,50.5,50.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,55.0,55.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,4.5,48,0.11398582932697122,0.11366949591066798,0.11373601056993621,0.1137655379014485,0.11383267902411373,48.18261259507428
lee2019,cho2017,19,52.5,52.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,63.0,63.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,10.5,48,0.11263625106137891,0.11237146255343337,0.1124245299741873,0.11245028080311373,0.11250502440353308,48.2476826483299
lee2019,cho2017,20,50.5,50.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,50.0,50.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-0.5,48,0.3183548965530537,0.3179894877736493,0.3180702636677503,0.31810753773368816,0.3181819947103074,39.27660917532965
lee2019,cho2017,21,51.0,51.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,54.0,54.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,3.0,48,0.3893086112497959,0.3889589067476516,0.38904068505087547,0.3890747886815644,0.3891450257810052,36.58635804986024
lee2019,cho2017,22,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,62.5,62.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,12.5,48,0.19003090996672128,0.18974565356768855,0.1897982647365413,0.18982351716871448,0.1898882936753839,44.65441310988905
lee2019,cho2017,23,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,75.5,75.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,25.5,48,0.2264364966057023,0.2261160487698081,0.22618232119434492,0.2262131057294333,0.226281154656013,43.05797891263495
lee2019,cho2017,24,51.5,51.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,52.0,52.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,0.5,48,0.12447537465249735,0.1242016512374321,0.12424779078122598,0.12427782753179843,0.12433760641754912,47.67984039670324
lee2019,cho2017,25,54.5,54.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,64.0,64.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,9.5,48,0.13805084349023056,0.13777288335253812,0.13783054220830213,0.13785374973059225,0.1379124679449689,47.03693793584176
lee2019,cho2017,26,51.0,51.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,52.5,52.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,1.5,48,0.10968994299831569,0.10942028358250916,0.10946735843168938,0.10949133638440903,0.1095528595666028,48.390044820541334
lee2019,cho2017,27,51.5,51.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,59.0,59.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,7.5,48,0.20951955165533384,0.2093429040543326,0.20938506221658937,0.20940246924207462,0.20942788738300605,43.79258436652768
lee2019,cho2017,28,52.5,52.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,53.5,53.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,1.0,48,0.17884500730690508,0.17850851137300117,0.17857488198480956,0.1786097824135144,0.1786823878443493,45.15671720187114
lee2019,cho2017,29,49.5,49.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,52.5,52.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,3.0,48,0.08455656618441454,0.08425270930468773,0.08430869161284904,0.08433824996002157,0.08440608386230508,49.621662606344614
lee2019,cho2017,30,57.5,57.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,64.5,64.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,7.0,48,0.08560726040941569,0.08523572960769671,0.08530864586812088,0.08535112726844367,0.08542956493582779,49.56955286757747
lee2019,cho2017,31,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,58.5,58.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,8.5,48,0.18000084304810426,0.17948669091160152,0.17958676904656126,0.17966281391916922,0.1797650355266274,45.10455383253786
lee2019,cho2017,32,44.5,44.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,46.0,46.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,1.5,48,0.1703582887020667,0.1700761732796405,0.170131168704203,0.17015665677410935,0.17021916393719036,45.54158030176511
lee2019,cho2017,33,54.0,54.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,59.5,59.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,5.5,48,0.1927079270868173,0.19238140507801588,0.19245524653120236,0.192486802628405,0.19255397407077562,44.53503237546624
lee2019,cho2017,34,49.0,49.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,48.5,48.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-0.5,48,0.10900866120603098,0.10864441659137056,0.10871895357451002,0.1087585075090008,0.10883428641476012,48.42302340284526
lee2019,cho2017,35,54.5,54.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,43.5,43.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-11.0,48,0.08463192086907938,0.08437755153689253,0.08442220567465414,0.08444317069363153,0.0845020463438748,49.617923473096766
lee2019,cho2017,36,59.5,59.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,56.0,56.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-3.5,48,0.13877311665041378,0.1384751075927085,0.13852580395947037,0.13855601364177028,0.13862459017508694,47.00297670788266
lee2019,cho2017,37,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,48.5,48.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-1.5,48,0.1392039358589239,0.13893868445120341,0.13899341236007517,0.13901939690342363,0.1390684928508628,46.9827312473665
lee2019,cho2017,38,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,52.5,52.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,2.5,48,0.11366198579081724,0.11319690183981759,0.11329199167663652,0.11335388843075438,0.11344693219534323,48.198218939780865
lee2019,cho2017,39,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,60.5,60.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,10.5,48,1.4270025787868448,1.4266566218677548,1.4267383892491876,1.4267694347890094,1.4268390818403052,12.961474693388515
lee2019,cho2017,40,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,50.5,50.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,0.5,48,0.23411566736399372,0.23381333381215755,0.2338828208974225,0.23390655722234518,0.23396981653748083,42.72859563294907
lee2019,cho2017,41,54.0,54.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,73.0,73.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,19.0,48,0.34677070620927125,0.3464423262275984,0.34651213994187285,0.346544841458992,0.3466143232368645,38.176240468166036
lee2019,cho2017,42,51.5,51.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,58.0,58.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,6.5,48,0.0812718905851038,0.08093104537502692,0.0810051669964863,0.08103758298359315,0.08110904736087529,49.78492168208744
lee2019,cho2017,43,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,84.5,84.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,34.5,48,0.17309571244242633,0.17272976093296058,0.17280214585420792,0.1728436431142959,0.17292128147057356,45.41708426280934
lee2019,cho2017,44,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,62.5,62.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,12.5,48,0.28908918099783826,0.28873978905689757,0.28881170976944515,0.28884899570279493,0.2889229347848316,40.443052382604606
lee2019,cho2017,45,55.0,55.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,54.0,54.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,-1.0,48,0.32786379228951207,0.32756014666854205,0.32762678447189364,0.32765434686534356,0.327716932666588,38.90490200375965
lee2019,cho2017,46,49.6,49.6,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,54.2,54.2,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,4.600000000000001,48,0.7092283607274855,0.7088844759512408,0.7089635874017887,0.7089947783547308,0.7090651359603818,26.569280780648654
lee2019,cho2017,47,62.0,62.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,64.5,64.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,2.5,48,0.34449177125405117,0.34420494182572614,0.344260859844078,0.34428503230489443,0.34434866013344484,38.26334081786574
lee2019,cho2017,48,54.0,54.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,79.5,79.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,25.5,48,0.9802076057640206,0.9798910934538715,0.9799621433532021,0.9799889992048518,0.9800547706036646,20.262592354748563
lee2019,cho2017,49,50.5,50.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,58.0,58.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,7.5,48,0.24221384493191295,0.2418336629396891,0.2419176287043463,0.241957928232091,0.2420349790042641,42.38396926170217
lee2019,cho2017,50,50.5,50.5,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,57.5,57.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,7.0,48,0.09188187071536447,0.09163832359919144,0.09168668103452778,0.09170688232247046,0.0917577891731903,49.25949685811826
lee2019,cho2017,51,52.0,52.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,58.5,58.5,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,6.5,48,0.2803607697491262,0.2800535061380662,0.28010994873889156,0.28014003240975527,0.2802086042048189,40.79760101294105
lee2019,cho2017,52,55.0,55.0,loso_results_20260604_cross_stdmi_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,62.0,62.0,loso_results_20260604_cross_stdmi_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv,CrossCSP_to_SubjectEA,7.0,48,0.1910262414532702,0.19071246087112798,0.19077699616033852,0.1908078237954794,0.19087414605259329,44.609989302229096
cho2017,lee2019,1,53.5,53.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,66.5,66.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,13.0,48,0.2360319963758656,0.048335288473528755,0.06641562139482719,0.07327459030285907,0.08467745697054758,41.951082909839435
cho2017,lee2019,2,51.0,51.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,62.0,62.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,11.0,48,0.23619238909903462,0.048475403147266685,0.06657643032675581,0.07343168352749906,0.08483369878323252,41.944361637131095
cho2017,lee2019,3,71.0,71.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,81.5,81.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,10.5,48,0.23605552032917768,0.04835383011684928,0.06644314728484375,0.07329801114245467,0.08470024065731371,41.950112626461284
cho2017,lee2019,4,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,59.5,59.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,9.5,48,0.23621021637227516,0.048491507409858185,0.06659451352356716,0.07344939480584382,0.08485146247949141,41.943612021054776
cho2017,lee2019,5,54.0,54.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,79.0,79.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,25.0,48,0.23618691692243893,0.0484696602160504,0.06657100398527575,0.07342629286617305,0.08482833493793128,41.944594038643245
cho2017,lee2019,6,49.5,49.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,61.0,61.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,11.5,48,0.23612270378918174,0.04841082129750286,0.06650691393141275,0.07336275673742586,0.08476552247622915,41.94728723003744
cho2017,lee2019,7,60.0,60.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,56.0,56.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,-4.0,48,0.2360965079598149,0.04839331696792007,0.06648207799481916,0.07333685202254717,0.08474046286216627,41.94839196180971
cho2017,lee2019,8,52.5,52.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,67.5,67.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,15.0,48,0.23593819205843447,0.0482549982911164,0.06632220837587359,0.07318260035344151,0.08458574547892425,41.95500066034246
cho2017,lee2019,9,52.0,52.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,74.5,74.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,22.5,48,0.23618381834194183,0.048467974212219204,0.06656734625107963,0.07342325214394531,0.08482528044451285,41.94471977993776
cho2017,lee2019,10,57.5,57.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,63.0,63.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,5.5,48,0.2358880991777861,0.04822006708349149,0.06627340847021392,0.07313450635917992,0.08453925661160319,41.95711745226574
cho2017,lee2019,11,50.5,50.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,51.5,51.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,1.0,48,0.2361777316218302,0.048465479444790634,0.06656266260156879,0.07341833808053512,0.08482030916760078,41.94496917938698
cho2017,lee2019,12,54.0,54.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,64.0,64.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,10.0,48,0.2361201538315324,0.048415543556743906,0.06650507249294559,0.07336126286315028,0.08476387373857824,41.947387556807406
cho2017,lee2019,13,48.5,48.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,62.5,62.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,14.0,48,0.23589855842217589,0.04822871372291142,0.06628404961174449,0.07314178227004113,0.08454841058629213,41.9566975685193
cho2017,lee2019,14,58.0,58.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,70.0,70.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,12.0,48,0.23607085144215995,0.04836861046044684,0.06645477999332651,0.07331229207144588,0.08471494980011855,41.949444724291176
cho2017,lee2019,15,53.0,53.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,53.5,53.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,0.5,48,0.2361958246423687,0.048475157971909856,0.06657965679465562,0.07343434285260268,0.08483603275056058,41.94422781362164
cho2017,lee2019,16,52.5,52.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,61.0,61.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,8.5,48,0.23613952893161902,0.04842869478919427,0.06652329082926131,0.07337976068841093,0.08478205106274402,41.94657291737748
cho2017,lee2019,17,57.0,57.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,71.0,71.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,14.0,48,0.23606134839461745,0.04836640196798042,0.06645141762767372,0.0733064281617141,0.08470874427903433,41.94986585423694
cho2017,lee2019,18,57.5,57.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,89.0,89.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,31.5,48,0.23621006000755024,0.04849173486031865,0.06659394764131664,0.07344917211462097,0.0848512681862538,41.94362010404848
cho2017,lee2019,19,66.0,66.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,81.5,81.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,15.5,48,0.2361529892508823,0.048443769350548053,0.06653725686131116,0.07339375466459566,0.08479612079385476,41.9460105680839
cho2017,lee2019,20,51.5,51.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,59.5,59.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,8.0,48,0.23613961756899113,0.04842975012438416,0.06652327515821005,0.07337948220363308,0.08478198861218691,41.94657791642462
cho2017,lee2019,21,81.0,81.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,93.5,93.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,12.5,48,0.2361380953987505,0.04842470421149122,0.06652116537854258,0.07337738841588853,0.08477992218576116,41.946638272143275
cho2017,lee2019,22,67.0,67.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,72.5,72.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,5.5,48,0.2360425609429525,0.04835264966290697,0.06642965381515098,0.07328715397058877,0.0846884665005641,41.95064841980381
cho2017,lee2019,23,55.5,55.5,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,74.5,74.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,19.0,48,0.23613986709162957,0.04842642931874549,0.06652208448151231,0.07337899531102204,0.0847815120104,41.94656373235656
cho2017,lee2019,24,50.0,50.0,loso_results_20260604_cross_stdmi_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,54.5,54.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv,CrossCSP_to_DatasetEA_SubjectEA,4.5,48,0.23619824725135866,0.048482552602775154,0.06658285658724018,0.07343815328501066,0.08483995337108796,41.9441162942069
