train_ds,test_ds,variant,subject,n_test,acc,bac,kappa
cho2017,lee2019,source_select_k40,1,200,74.5,74.5,0.49
cho2017,lee2019,source_select_k40,2,200,70.0,70.0,0.4
cho2017,lee2019,source_select_k40,3,200,88.0,88.0,0.76
cho2017,lee2019,source_select_k40,4,200,65.5,65.5,0.31
cho2017,lee2019,source_select_k40,5,200,80.0,80.0,0.6
cho2017,lee2019,source_select_k40,6,200,64.5,64.5,0.29
cho2017,lee2019,source_select_k40,7,200,55.0,55.0,0.1
cho2017,lee2019,source_select_k40,8,200,69.5,69.5,0.39
cho2017,lee2019,source_select_k40,9,200,77.0,77.0,0.54
cho2017,lee2019,source_select_k40,10,200,60.0,60.0,0.2
cho2017,lee2019,source_select_k40,11,200,54.0,54.0,0.08
cho2017,lee2019,source_select_k40,12,200,67.5,67.5,0.35
cho2017,lee2019,source_select_k40,13,200,57.0,57.0,0.14
cho2017,lee2019,source_select_k40,14,200,66.5,66.5,0.33
cho2017,lee2019,source_select_k40,15,200,51.5,51.5,0.03
cho2017,lee2019,source_select_k40,16,200,58.5,58.5,0.17
cho2017,lee2019,source_select_k40,17,200,74.5,74.5,0.49
cho2017,lee2019,source_select_k40,18,200,90.0,90.0,0.8
cho2017,lee2019,source_select_k40,19,200,80.5,80.5,0.61
cho2017,lee2019,source_select_k40,20,200,59.5,59.5,0.19
cho2017,lee2019,source_select_k40,21,200,92.5,92.5,0.85
cho2017,lee2019,source_select_k40,22,200,69.0,69.0,0.38
cho2017,lee2019,source_select_k40,23,200,78.0,78.0,0.56
cho2017,lee2019,source_select_k40,24,200,50.5,50.5,0.01
cho2017,lee2019,source_select_k40,25,200,59.5,59.5,0.19
cho2017,lee2019,source_select_k40,26,200,62.5,62.5,0.25
cho2017,lee2019,source_select_k40,27,200,48.0,48.0,-0.04
cho2017,lee2019,source_select_k40,28,200,81.0,81.0,0.62
cho2017,lee2019,source_select_k40,29,200,77.0,77.0,0.54
cho2017,lee2019,source_select_k40,30,200,57.0,57.0,0.14
cho2017,lee2019,source_select_k40,31,200,64.0,64.0,0.28
cho2017,lee2019,source_select_k40,32,200,89.0,89.0,0.78
cho2017,lee2019,source_select_k40,33,200,89.0,89.0,0.78
cho2017,lee2019,source_select_k40,34,200,55.5,55.5,0.11
cho2017,lee2019,source_select_k40,35,200,48.0,48.0,-0.04
cho2017,lee2019,source_select_k40,36,200,97.0,97.0,0.94
cho2017,lee2019,source_select_k40,37,200,89.0,89.0,0.78
cho2017,lee2019,source_select_k40,38,200,63.5,63.5,0.27
cho2017,lee2019,source_select_k40,39,200,85.0,85.0,0.7
cho2017,lee2019,source_select_k40,40,200,55.5,55.5,0.11
cho2017,lee2019,source_select_k40,41,200,58.5,58.5,0.17
cho2017,lee2019,source_select_k40,42,200,64.5,64.5,0.29
cho2017,lee2019,source_select_k40,43,200,74.5,74.5,0.49
cho2017,lee2019,source_select_k40,44,200,88.5,88.5,0.77
cho2017,lee2019,source_select_k40,45,200,85.5,85.5,0.71
cho2017,lee2019,source_select_k40,46,200,72.5,72.5,0.45
cho2017,lee2019,source_select_k40,47,200,69.0,69.0,0.38
cho2017,lee2019,source_select_k40,48,200,55.0,55.0,0.1
cho2017,lee2019,source_select_k40,49,200,77.5,77.5,0.55
cho2017,lee2019,source_select_k40,50,200,51.0,51.0,0.02
cho2017,lee2019,source_select_k40,51,200,61.5,61.5,0.23
cho2017,lee2019,source_select_k40,52,200,68.0,68.0,0.36
cho2017,lee2019,source_select_k40,53,200,66.0,66.0,0.32
cho2017,lee2019,source_select_k40,54,200,60.0,60.0,0.2
