train_ds,test_ds,variant,subject,n_test,acc,bac,kappa
cho2017,lee2019,source_select_k20,1,200,79.0,79.0,0.58
cho2017,lee2019,source_select_k20,2,200,68.5,68.5,0.37
cho2017,lee2019,source_select_k20,3,200,90.5,90.5,0.81
cho2017,lee2019,source_select_k20,4,200,66.5,66.5,0.33
cho2017,lee2019,source_select_k20,5,200,79.0,79.0,0.58
cho2017,lee2019,source_select_k20,6,200,65.0,65.0,0.3
cho2017,lee2019,source_select_k20,7,200,56.0,56.0,0.12
cho2017,lee2019,source_select_k20,8,200,71.5,71.5,0.43
cho2017,lee2019,source_select_k20,9,200,78.0,78.0,0.56
cho2017,lee2019,source_select_k20,10,200,61.5,61.5,0.23
cho2017,lee2019,source_select_k20,11,200,54.0,54.0,0.08
cho2017,lee2019,source_select_k20,12,200,70.5,70.5,0.41
cho2017,lee2019,source_select_k20,13,200,61.5,61.5,0.23
cho2017,lee2019,source_select_k20,14,200,67.0,67.0,0.34
cho2017,lee2019,source_select_k20,15,200,53.5,53.5,0.07
cho2017,lee2019,source_select_k20,16,200,59.5,59.5,0.19
cho2017,lee2019,source_select_k20,17,200,75.5,75.5,0.51
cho2017,lee2019,source_select_k20,18,200,88.5,88.5,0.77
cho2017,lee2019,source_select_k20,19,200,81.5,81.5,0.63
cho2017,lee2019,source_select_k20,20,200,58.5,58.5,0.17
cho2017,lee2019,source_select_k20,21,200,93.0,93.0,0.86
cho2017,lee2019,source_select_k20,22,200,61.0,61.0,0.22
cho2017,lee2019,source_select_k20,23,200,75.5,75.5,0.51
cho2017,lee2019,source_select_k20,24,200,53.0,53.0,0.06
cho2017,lee2019,source_select_k20,25,200,61.0,61.0,0.22
cho2017,lee2019,source_select_k20,26,200,62.5,62.5,0.25
cho2017,lee2019,source_select_k20,27,200,51.0,51.0,0.02
cho2017,lee2019,source_select_k20,28,200,84.0,84.0,0.68
cho2017,lee2019,source_select_k20,29,200,76.5,76.5,0.53
cho2017,lee2019,source_select_k20,30,200,58.0,58.0,0.16
cho2017,lee2019,source_select_k20,31,200,68.5,68.5,0.37
cho2017,lee2019,source_select_k20,32,200,92.5,92.5,0.85
cho2017,lee2019,source_select_k20,33,200,87.5,87.5,0.75
cho2017,lee2019,source_select_k20,34,200,51.5,51.5,0.03
cho2017,lee2019,source_select_k20,35,200,51.0,51.0,0.02
cho2017,lee2019,source_select_k20,36,200,97.5,97.5,0.95
cho2017,lee2019,source_select_k20,37,200,87.0,87.0,0.74
cho2017,lee2019,source_select_k20,38,200,61.0,61.0,0.22
cho2017,lee2019,source_select_k20,39,200,79.5,79.5,0.59
cho2017,lee2019,source_select_k20,40,200,55.5,55.5,0.11
cho2017,lee2019,source_select_k20,41,200,58.0,58.0,0.16
cho2017,lee2019,source_select_k20,42,200,62.0,62.0,0.24
cho2017,lee2019,source_select_k20,43,200,73.0,73.0,0.46
cho2017,lee2019,source_select_k20,44,200,88.5,88.5,0.77
cho2017,lee2019,source_select_k20,45,200,85.5,85.5,0.71
cho2017,lee2019,source_select_k20,46,200,72.0,72.0,0.44
cho2017,lee2019,source_select_k20,47,200,70.0,70.0,0.4
cho2017,lee2019,source_select_k20,48,200,58.5,58.5,0.17
cho2017,lee2019,source_select_k20,49,200,81.5,81.5,0.63
cho2017,lee2019,source_select_k20,50,200,52.0,52.0,0.04
cho2017,lee2019,source_select_k20,51,200,63.0,63.0,0.26
cho2017,lee2019,source_select_k20,52,200,70.5,70.5,0.41
cho2017,lee2019,source_select_k20,53,200,64.5,64.5,0.29
cho2017,lee2019,source_select_k20,54,200,56.5,56.5,0.13
