train_ds,test_ds,model,subject,n_test,acc,bac,kappa,adabn_acc,adabn_bac,adabn_kappa,tent_acc,tent_bac,tent_kappa,snap_acc,snap_bac,snap_kappa,snap_adabn_acc,snap_adabn_bac,snap_adabn_kappa
cho2017,lee2019,eegnet,27,200,51.0,51.0,0.02,,,,58.5,58.5,0.17,,,,,,
cho2017,lee2019,eegnet,28,200,79.5,79.5,0.59,,,,74.0,74.0,0.48,,,,,,
cho2017,lee2019,eegnet,29,200,62.0,62.0,0.24,,,,65.5,65.5,0.31,,,,,,
cho2017,lee2019,eegnet,30,200,58.5,58.5,0.17,,,,62.5,62.5,0.25,,,,,,
cho2017,lee2019,eegnet,31,200,54.0,54.0,0.08,,,,56.0,56.0,0.12,,,,,,
cho2017,lee2019,eegnet,32,200,90.0,90.0,0.8,,,,89.5,89.5,0.79,,,,,,
cho2017,lee2019,eegnet,33,200,84.0,84.0,0.68,,,,83.5,83.5,0.67,,,,,,
cho2017,lee2019,eegnet,34,200,46.0,46.0,-0.08,,,,47.0,47.0,-0.06,,,,,,
cho2017,lee2019,eegnet,35,200,49.0,49.0,-0.02,,,,46.5,46.5,-0.07,,,,,,
cho2017,lee2019,eegnet,36,200,81.5,81.5,0.63,,,,78.5,78.5,0.57,,,,,,
cho2017,lee2019,eegnet,37,200,82.5,82.5,0.65,,,,86.5,86.5,0.73,,,,,,
cho2017,lee2019,eegnet,38,200,52.0,52.0,0.04,,,,53.0,53.0,0.06,,,,,,
cho2017,lee2019,eegnet,39,200,73.5,73.5,0.47,,,,73.0,73.0,0.46,,,,,,
cho2017,lee2019,eegnet,40,200,51.5,51.5,0.03,,,,56.5,56.5,0.13,,,,,,
cho2017,lee2019,eegnet,41,200,48.0,48.0,-0.04,,,,54.5,54.5,0.09,,,,,,
cho2017,lee2019,eegnet,42,200,55.5,55.5,0.11,,,,60.5,60.5,0.21,,,,,,
cho2017,lee2019,eegnet,43,200,57.5,57.5,0.15,,,,54.5,54.5,0.09,,,,,,
cho2017,lee2019,eegnet,44,200,84.0,84.0,0.68,,,,81.5,81.5,0.63,,,,,,
cho2017,lee2019,eegnet,45,200,63.5,63.5,0.27,,,,70.0,70.0,0.4,,,,,,
cho2017,lee2019,eegnet,46,200,72.5,72.5,0.45,,,,71.0,71.0,0.42,,,,,,
cho2017,lee2019,eegnet,47,200,59.0,59.0,0.18,,,,67.0,67.0,0.34,,,,,,
cho2017,lee2019,eegnet,48,200,52.0,52.0,0.04,,,,52.0,52.0,0.04,,,,,,
cho2017,lee2019,eegnet,49,200,56.5,56.5,0.13,,,,55.5,55.5,0.11,,,,,,
cho2017,lee2019,eegnet,50,200,49.0,49.0,-0.02,,,,48.0,48.0,-0.04,,,,,,
cho2017,lee2019,eegnet,51,200,55.5,55.5,0.11,,,,60.0,60.0,0.2,,,,,,
cho2017,lee2019,eegnet,52,200,57.5,57.5,0.15,,,,58.5,58.5,0.17,,,,,,
cho2017,lee2019,eegnet,53,200,52.5,52.5,0.05,,,,56.5,56.5,0.13,,,,,,
cho2017,lee2019,eegnet,54,200,54.5,54.5,0.09,,,,54.5,54.5,0.09,,,,,,
