train_ds,test_ds,model,subject,n_test,acc,bac,kappa,adabn_acc,adabn_bac,adabn_kappa,tent_acc,tent_bac,tent_kappa,snap_acc,snap_bac,snap_kappa,snap_adabn_acc,snap_adabn_bac,snap_adabn_kappa
cho2017,lee2019,conformer,27,200,53.5,53.5,0.07,,,,,,,52.0,52.0,0.04,52.5,52.5,0.05
cho2017,lee2019,conformer,28,200,90.5,90.5,0.81,,,,,,,87.0,87.0,0.74,83.5,83.5,0.67
cho2017,lee2019,conformer,29,200,60.5,60.5,0.21,,,,,,,64.5,64.5,0.29,66.0,66.0,0.32
cho2017,lee2019,conformer,30,200,74.5,74.5,0.49,,,,,,,66.5,66.5,0.33,72.0,72.0,0.44
cho2017,lee2019,conformer,31,200,73.5,73.5,0.47,,,,,,,60.5,60.5,0.21,61.5,61.5,0.23
cho2017,lee2019,conformer,32,200,95.5,95.5,0.91,,,,,,,92.0,92.0,0.84,92.5,92.5,0.85
cho2017,lee2019,conformer,33,200,94.0,94.0,0.88,,,,,,,94.0,94.0,0.88,92.0,92.0,0.84
cho2017,lee2019,conformer,34,200,46.0,46.0,-0.08,,,,,,,45.0,45.0,-0.1,45.0,45.0,-0.1
cho2017,lee2019,conformer,35,200,52.5,52.5,0.05,,,,,,,57.0,57.0,0.14,58.5,58.5,0.17
cho2017,lee2019,conformer,36,200,94.5,94.5,0.89,,,,,,,92.5,92.5,0.85,92.0,92.0,0.84
cho2017,lee2019,conformer,37,200,96.5,96.5,0.93,,,,,,,96.0,96.0,0.92,95.5,95.5,0.91
cho2017,lee2019,conformer,38,200,65.5,65.5,0.31,,,,,,,60.5,60.5,0.21,65.0,65.0,0.3
cho2017,lee2019,conformer,39,200,88.0,88.0,0.76,,,,,,,83.0,83.0,0.66,79.0,79.0,0.58
cho2017,lee2019,conformer,40,200,63.5,63.5,0.27,,,,,,,64.5,64.5,0.29,62.5,62.5,0.25
cho2017,lee2019,conformer,41,200,64.5,64.5,0.29,,,,,,,54.0,54.0,0.08,55.0,55.0,0.1
cho2017,lee2019,conformer,42,200,71.5,71.5,0.43,,,,,,,67.5,67.5,0.35,68.0,68.0,0.36
cho2017,lee2019,conformer,43,200,71.5,71.5,0.43,,,,,,,68.0,68.0,0.36,68.0,68.0,0.36
cho2017,lee2019,conformer,44,200,94.0,94.0,0.88,,,,,,,91.0,91.0,0.82,89.0,89.0,0.78
cho2017,lee2019,conformer,45,200,82.0,82.0,0.64,,,,,,,71.5,71.5,0.43,76.5,76.5,0.53
cho2017,lee2019,conformer,46,200,75.0,75.0,0.5,,,,,,,69.0,69.0,0.38,72.5,72.5,0.45
cho2017,lee2019,conformer,47,200,69.5,69.5,0.39,,,,,,,67.5,67.5,0.35,68.5,68.5,0.37
cho2017,lee2019,conformer,48,200,55.0,55.0,0.1,,,,,,,56.0,56.0,0.12,55.0,55.0,0.1
cho2017,lee2019,conformer,49,200,75.0,75.0,0.5,,,,,,,68.0,68.0,0.36,74.0,74.0,0.48
cho2017,lee2019,conformer,50,200,58.0,58.0,0.16,,,,,,,57.5,57.5,0.15,57.0,57.0,0.14
cho2017,lee2019,conformer,51,200,64.5,64.5,0.29,,,,,,,65.5,65.5,0.31,64.0,64.0,0.28
