train_ds,test_ds,model,subject,n_test,acc,bac,kappa,adabn_acc,adabn_bac,adabn_kappa,tent_acc,tent_bac,tent_kappa,snap_acc,snap_bac,snap_kappa,snap_adabn_acc,snap_adabn_bac,snap_adabn_kappa
lee2019,cho2017,conformer,16,200,54.5,54.5,0.09,,,,,,,53.5,53.5,0.07,53.5,53.5,0.07
lee2019,cho2017,conformer,17,200,55.0,55.0,0.1,,,,,,,50.0,50.0,0.0,45.0,45.0,-0.1
lee2019,cho2017,conformer,18,200,62.0,62.0,0.24,,,,,,,57.5,57.5,0.15,56.5,56.5,0.13
lee2019,cho2017,conformer,19,200,63.5,63.5,0.27,,,,,,,68.0,68.0,0.36,70.0,70.0,0.4
lee2019,cho2017,conformer,20,200,62.5,62.5,0.25,,,,,,,56.5,56.5,0.13,61.5,61.5,0.23
lee2019,cho2017,conformer,21,200,73.5,73.5,0.47,,,,,,,67.5,67.5,0.35,70.5,70.5,0.41
lee2019,cho2017,conformer,22,200,72.0,72.0,0.44,,,,,,,69.5,69.5,0.39,73.0,73.0,0.46
lee2019,cho2017,conformer,23,200,84.0,84.0,0.68,,,,,,,80.0,80.0,0.6,82.5,82.5,0.65
lee2019,cho2017,conformer,24,200,66.5,66.5,0.33,,,,,,,60.5,60.5,0.21,68.5,68.5,0.37
lee2019,cho2017,conformer,25,200,77.0,77.0,0.54,,,,,,,71.5,71.5,0.43,73.5,73.5,0.47
lee2019,cho2017,conformer,26,200,62.0,62.0,0.24,,,,,,,61.0,61.0,0.22,61.0,61.0,0.22
lee2019,cho2017,conformer,27,200,52.5,52.5,0.05,,,,,,,57.0,57.0,0.14,56.0,56.0,0.12
lee2019,cho2017,conformer,28,200,48.0,48.0,-0.04,,,,,,,53.5,53.5,0.07,50.0,50.0,0.0
lee2019,cho2017,conformer,29,200,48.0,48.0,-0.04,,,,,,,50.5,50.5,0.01,49.0,49.0,-0.02
lee2019,cho2017,conformer,30,200,65.0,65.0,0.3,,,,,,,62.5,62.5,0.25,64.5,64.5,0.29
lee2019,cho2017,conformer,31,200,67.0,67.0,0.34,,,,,,,62.0,62.0,0.24,57.5,57.5,0.15
lee2019,cho2017,conformer,32,200,49.5,49.5,-0.01,,,,,,,49.5,49.5,-0.01,48.0,48.0,-0.04
lee2019,cho2017,conformer,33,200,58.5,58.5,0.17,,,,,,,59.5,59.5,0.19,58.5,58.5,0.17
lee2019,cho2017,conformer,34,200,52.5,52.5,0.05,,,,,,,53.0,53.0,0.06,52.0,52.0,0.04
lee2019,cho2017,conformer,35,200,61.5,61.5,0.23,,,,,,,58.0,58.0,0.16,58.0,58.0,0.16
lee2019,cho2017,conformer,36,200,70.5,70.5,0.41,,,,,,,69.5,69.5,0.39,68.5,68.5,0.37
lee2019,cho2017,conformer,37,200,49.5,49.5,-0.01,,,,,,,46.5,46.5,-0.07,45.0,45.0,-0.1
lee2019,cho2017,conformer,38,200,60.5,60.5,0.21,,,,,,,57.5,57.5,0.15,55.5,55.5,0.11
lee2019,cho2017,conformer,39,200,70.5,70.5,0.41,,,,,,,68.0,68.0,0.36,69.5,69.5,0.39
lee2019,cho2017,conformer,40,200,51.5,51.5,0.03,,,,,,,48.0,48.0,-0.04,50.0,50.0,0.0
lee2019,cho2017,conformer,41,200,86.5,86.5,0.73,,,,,,,83.5,83.5,0.67,87.0,87.0,0.74
lee2019,cho2017,conformer,42,200,68.0,68.0,0.36,,,,,,,59.5,59.5,0.19,62.5,62.5,0.25
lee2019,cho2017,conformer,43,200,90.0,90.0,0.8,,,,,,,87.0,87.0,0.74,88.0,88.0,0.76
lee2019,cho2017,conformer,44,200,71.5,71.5,0.43,,,,,,,66.0,66.0,0.32,73.0,73.0,0.46
lee2019,cho2017,conformer,45,200,63.5,63.5,0.27,,,,,,,62.5,62.5,0.25,59.5,59.5,0.19
lee2019,cho2017,conformer,46,240,72.9,72.9,0.458,,,,,,,67.9,67.9,0.358,69.2,69.2,0.383
lee2019,cho2017,conformer,47,200,66.0,66.0,0.32,,,,,,,66.0,66.0,0.32,64.5,64.5,0.29
lee2019,cho2017,conformer,48,200,87.0,87.0,0.74,,,,,,,83.5,83.5,0.67,85.5,85.5,0.71
lee2019,cho2017,conformer,49,200,63.0,63.0,0.26,,,,,,,63.0,63.0,0.26,66.0,66.0,0.32
lee2019,cho2017,conformer,50,200,59.0,59.0,0.18,,,,,,,58.0,58.0,0.16,59.0,59.0,0.18
lee2019,cho2017,conformer,51,200,58.0,58.0,0.16,,,,,,,54.5,54.5,0.09,59.0,59.0,0.18
lee2019,cho2017,conformer,52,200,69.5,69.5,0.39,,,,,,,76.0,76.0,0.52,76.5,76.5,0.53
