train_ds,test_ds,variant,subject,n_test,acc,bac,kappa
lee2019,cho2017,source_select_k20,1,200,66.5,66.5,0.33
lee2019,cho2017,source_select_k20,2,200,54.0,54.0,0.08
lee2019,cho2017,source_select_k20,3,200,88.0,88.0,0.76
lee2019,cho2017,source_select_k20,4,200,84.5,84.5,0.69
lee2019,cho2017,source_select_k20,5,200,58.5,58.5,0.17
lee2019,cho2017,source_select_k20,6,200,54.5,54.5,0.09
lee2019,cho2017,source_select_k20,7,240,49.17,49.17,-0.017
lee2019,cho2017,source_select_k20,8,200,56.0,56.0,0.12
lee2019,cho2017,source_select_k20,9,240,65.0,65.0,0.3
lee2019,cho2017,source_select_k20,10,200,77.0,77.0,0.54
lee2019,cho2017,source_select_k20,11,200,61.5,61.5,0.23
lee2019,cho2017,source_select_k20,12,200,74.5,74.5,0.49
lee2019,cho2017,source_select_k20,13,200,45.5,45.5,-0.09
lee2019,cho2017,source_select_k20,14,200,96.0,96.0,0.92
lee2019,cho2017,source_select_k20,15,200,71.0,71.0,0.42
lee2019,cho2017,source_select_k20,16,200,59.0,59.0,0.18
lee2019,cho2017,source_select_k20,17,200,53.5,53.5,0.07
lee2019,cho2017,source_select_k20,18,200,60.0,60.0,0.2
lee2019,cho2017,source_select_k20,19,200,67.0,67.0,0.34
lee2019,cho2017,source_select_k20,20,200,68.5,68.5,0.37
lee2019,cho2017,source_select_k20,21,200,66.5,66.5,0.33
lee2019,cho2017,source_select_k20,22,200,68.5,68.5,0.37
lee2019,cho2017,source_select_k20,23,200,79.0,79.0,0.58
lee2019,cho2017,source_select_k20,24,200,72.5,72.5,0.45
lee2019,cho2017,source_select_k20,25,200,67.5,67.5,0.35
lee2019,cho2017,source_select_k20,26,200,55.0,55.0,0.1
lee2019,cho2017,source_select_k20,27,200,60.5,60.5,0.21
lee2019,cho2017,source_select_k20,28,200,48.5,48.5,-0.03
lee2019,cho2017,source_select_k20,29,200,56.0,56.0,0.12
lee2019,cho2017,source_select_k20,30,200,68.5,68.5,0.37
lee2019,cho2017,source_select_k20,31,200,67.5,67.5,0.35
lee2019,cho2017,source_select_k20,32,200,45.5,45.5,-0.09
lee2019,cho2017,source_select_k20,33,200,58.0,58.0,0.16
lee2019,cho2017,source_select_k20,34,200,46.5,46.5,-0.07
lee2019,cho2017,source_select_k20,35,200,35.0,35.0,-0.3
lee2019,cho2017,source_select_k20,36,200,77.0,77.0,0.54
lee2019,cho2017,source_select_k20,37,200,53.0,53.0,0.06
lee2019,cho2017,source_select_k20,38,200,57.5,57.5,0.15
lee2019,cho2017,source_select_k20,39,200,67.0,67.0,0.34
lee2019,cho2017,source_select_k20,40,200,49.0,49.0,-0.02
lee2019,cho2017,source_select_k20,41,200,89.5,89.5,0.79
lee2019,cho2017,source_select_k20,42,200,65.5,65.5,0.31
lee2019,cho2017,source_select_k20,43,200,94.5,94.5,0.89
lee2019,cho2017,source_select_k20,44,200,72.5,72.5,0.45
lee2019,cho2017,source_select_k20,45,200,58.5,58.5,0.17
lee2019,cho2017,source_select_k20,46,240,67.5,67.5,0.35
lee2019,cho2017,source_select_k20,47,200,65.5,65.5,0.31
lee2019,cho2017,source_select_k20,48,200,86.0,86.0,0.72
lee2019,cho2017,source_select_k20,49,200,58.5,58.5,0.17
lee2019,cho2017,source_select_k20,50,200,57.0,57.0,0.14
lee2019,cho2017,source_select_k20,51,200,59.5,59.5,0.19
lee2019,cho2017,source_select_k20,52,200,74.5,74.5,0.49
