dataset,subject,backbone,method,acc,reference_acc,reference,delta
lee2019,11,CSPNet,AdaBN,52.0,54.5,EA,-2.5
lee2019,12,CSPNet,AdaBN,66.5,67.5,EA,-1.0
lee2019,13,CSPNet,AdaBN,62.5,62.5,EA,0.0
lee2019,14,CSPNet,AdaBN,81.5,77.5,EA,4.0
lee2019,15,CSPNet,AdaBN,59.5,60.0,EA,-0.5
lee2019,16,CSPNet,AdaBN,60.5,58.0,EA,2.5
lee2019,17,CSPNet,AdaBN,69.0,68.0,EA,1.0
lee2019,18,CSPNet,AdaBN,87.0,85.0,EA,2.0
lee2019,19,CSPNet,AdaBN,82.0,84.5,EA,-2.5
lee2019,20,CSPNet,AdaBN,77.5,73.0,EA,4.5
lee2019,21,CSPNet,AdaBN,94.0,83.0,EA,11.0
lee2019,22,CSPNet,AdaBN,78.0,70.0,EA,8.0
lee2019,23,CSPNet,AdaBN,82.0,76.5,EA,5.5
lee2019,24,CSPNet,AdaBN,56.0,54.5,EA,1.5
lee2019,25,CSPNet,AdaBN,57.5,56.0,EA,1.5
lee2019,26,CSPNet,AdaBN,61.5,63.5,EA,-2.0
lee2019,27,CSPNet,AdaBN,53.5,55.5,EA,-2.0
lee2019,28,CSPNet,AdaBN,89.5,92.0,EA,-2.5
lee2019,29,CSPNet,AdaBN,65.0,71.5,EA,-6.5
lee2019,30,CSPNet,AdaBN,73.5,71.0,EA,2.5
lee2019,31,CSPNet,AdaBN,68.0,67.5,EA,0.5
lee2019,32,CSPNet,AdaBN,93.0,96.0,EA,-3.0
lee2019,33,CSPNet,AdaBN,94.0,93.5,EA,0.5
lee2019,34,CSPNet,AdaBN,48.0,45.0,EA,3.0
lee2019,35,CSPNet,AdaBN,52.0,54.0,EA,-2.0
lee2019,36,CSPNet,AdaBN,94.0,95.0,EA,-1.0
lee2019,37,CSPNet,AdaBN,97.0,96.0,EA,1.0
lee2019,38,CSPNet,AdaBN,58.0,57.5,EA,0.5
lee2019,39,CSPNet,AdaBN,87.0,87.0,EA,0.0
lee2019,40,CSPNet,AdaBN,61.0,69.0,EA,-8.0
lee2019,41,CSPNet,AdaBN,59.5,59.5,EA,0.0
lee2019,42,CSPNet,AdaBN,69.5,70.5,EA,-1.0
lee2019,43,CSPNet,AdaBN,75.5,74.5,EA,1.0
lee2019,44,CSPNet,AdaBN,92.5,87.0,EA,5.5
lee2019,45,CSPNet,AdaBN,77.0,77.0,EA,0.0
lee2019,46,CSPNet,AdaBN,76.5,74.5,EA,2.0
lee2019,47,CSPNet,AdaBN,79.0,76.5,EA,2.5
lee2019,48,CSPNet,AdaBN,58.0,58.5,EA,-0.5
lee2019,49,CSPNet,AdaBN,73.5,68.0,EA,5.5
lee2019,50,CSPNet,AdaBN,55.0,51.0,EA,4.0
lee2019,51,CSPNet,AdaBN,63.0,68.5,EA,-5.5
lee2019,52,CSPNet,AdaBN,65.5,65.5,EA,0.0
lee2019,53,CSPNet,AdaBN,61.0,64.0,EA,-3.0
lee2019,54,CSPNet,AdaBN,64.0,61.5,EA,2.5
cho2017,1,Conformer,AdaBN,64.5,66.5,EA,-2.0
cho2017,2,Conformer,AdaBN,59.0,59.0,EA,0.0
cho2017,3,Conformer,AdaBN,91.0,94.0,EA,-3.0
cho2017,4,Conformer,AdaBN,87.0,88.0,EA,-1.0
cho2017,5,Conformer,AdaBN,66.5,69.0,EA,-2.5
cho2017,6,Conformer,AdaBN,67.5,66.5,EA,1.0
cho2017,7,Conformer,AdaBN,60.8,58.3333,EA,2.466699999999996
cho2017,8,Conformer,AdaBN,60.5,64.0,EA,-3.5
cho2017,9,Conformer,AdaBN,71.7,71.6667,EA,0.033299999999997
cho2017,10,Conformer,AdaBN,86.5,86.0,EA,0.5
cho2017,11,Conformer,AdaBN,66.5,71.5,EA,-5.0
cho2017,12,Conformer,AdaBN,75.0,73.0,EA,2.0
cho2017,13,Conformer,AdaBN,50.5,55.0,EA,-4.5
cho2017,14,Conformer,AdaBN,95.0,91.5,EA,3.5
cho2017,15,Conformer,AdaBN,81.0,73.5,EA,7.5
cho2017,16,Conformer,AdaBN,63.5,62.5,EA,1.0
cho2017,17,Conformer,AdaBN,53.0,54.0,EA,-1.0
cho2017,18,Conformer,AdaBN,71.0,65.0,EA,6.0
cho2017,19,Conformer,AdaBN,70.5,69.5,EA,1.0
cho2017,20,Conformer,AdaBN,69.0,65.5,EA,3.5
cho2017,21,Conformer,AdaBN,84.0,79.5,EA,4.5
cho2017,22,Conformer,AdaBN,74.5,73.5,EA,1.0
cho2017,23,Conformer,AdaBN,86.5,87.5,EA,-1.0
cho2017,24,Conformer,AdaBN,76.5,75.0,EA,1.5
cho2017,25,Conformer,AdaBN,81.0,79.5,EA,1.5
cho2017,26,Conformer,AdaBN,76.5,63.5,EA,13.0
cho2017,27,Conformer,AdaBN,61.0,56.0,EA,5.0
cho2017,28,Conformer,AdaBN,50.0,48.5,EA,1.5
cho2017,29,Conformer,AdaBN,61.5,65.5,EA,-4.0
cho2017,30,Conformer,AdaBN,61.5,61.5,EA,0.0
cho2017,31,Conformer,AdaBN,72.0,69.5,EA,2.5
cho2017,32,Conformer,AdaBN,55.0,54.0,EA,1.0
cho2017,33,Conformer,AdaBN,65.5,67.5,EA,-2.0
cho2017,34,Conformer,AdaBN,51.0,53.5,EA,-2.5
cho2017,35,Conformer,AdaBN,61.0,63.5,EA,-2.5
cho2017,36,Conformer,AdaBN,70.0,73.0,EA,-3.0
cho2017,37,Conformer,AdaBN,52.5,47.5,EA,5.0
cho2017,38,Conformer,AdaBN,67.0,62.0,EA,5.0
cho2017,39,Conformer,AdaBN,73.5,71.5,EA,2.0
cho2017,40,Conformer,AdaBN,52.0,55.0,EA,-3.0
cho2017,41,Conformer,AdaBN,94.0,89.0,EA,5.0
cho2017,42,Conformer,AdaBN,65.5,66.5,EA,-1.0
cho2017,43,Conformer,AdaBN,97.5,97.5,EA,0.0
cho2017,44,Conformer,AdaBN,71.5,74.0,EA,-2.5
cho2017,45,Conformer,AdaBN,71.5,66.0,EA,5.5
cho2017,46,Conformer,AdaBN,82.5,73.3333,EA,9.166700000000006
cho2017,47,Conformer,AdaBN,72.0,73.0,EA,-1.0
cho2017,48,Conformer,AdaBN,88.5,87.0,EA,1.5
cho2017,49,Conformer,AdaBN,72.0,63.5,EA,8.5
cho2017,50,Conformer,AdaBN,67.5,60.0,EA,7.5
cho2017,51,Conformer,AdaBN,65.0,67.5,EA,-2.5
cho2017,52,Conformer,AdaBN,74.0,79.0,EA,-5.0
lee2019,1,Conformer,AdaBN,80.5,82.5,EA,-2.0
lee2019,2,Conformer,AdaBN,75.0,65.5,EA,9.5
lee2019,3,Conformer,AdaBN,90.5,91.5,EA,-1.0
lee2019,4,Conformer,AdaBN,60.5,55.0,EA,5.5
lee2019,5,Conformer,AdaBN,88.5,74.5,EA,14.0
lee2019,6,Conformer,AdaBN,67.5,64.5,EA,3.0
lee2019,7,Conformer,AdaBN,65.0,63.0,EA,2.0
lee2019,8,Conformer,AdaBN,70.5,73.0,EA,-2.5
lee2019,9,Conformer,AdaBN,84.5,84.0,EA,0.5
lee2019,10,Conformer,AdaBN,72.5,69.5,EA,3.0
lee2019,11,Conformer,AdaBN,53.5,50.0,EA,3.5
lee2019,12,Conformer,AdaBN,67.0,71.5,EA,-4.5
lee2019,13,Conformer,AdaBN,66.0,63.0,EA,3.0
lee2019,14,Conformer,AdaBN,81.0,74.5,EA,6.5
lee2019,15,Conformer,AdaBN,60.0,53.5,EA,6.5
lee2019,16,Conformer,AdaBN,62.0,62.5,EA,-0.5
lee2019,17,Conformer,AdaBN,68.0,70.0,EA,-2.0
lee2019,18,Conformer,AdaBN,91.5,79.5,EA,12.0
lee2019,19,Conformer,AdaBN,80.0,76.0,EA,4.0
lee2019,20,Conformer,AdaBN,70.0,73.5,EA,-3.5
lee2019,21,Conformer,AdaBN,93.0,82.0,EA,11.0
lee2019,22,Conformer,AdaBN,76.5,63.5,EA,13.0
lee2019,23,Conformer,AdaBN,81.0,77.0,EA,4.0
lee2019,24,Conformer,AdaBN,55.5,58.5,EA,-3.0
lee2019,25,Conformer,AdaBN,59.0,63.5,EA,-4.5
lee2019,26,Conformer,AdaBN,63.0,66.5,EA,-3.5
lee2019,27,Conformer,AdaBN,52.0,51.0,EA,1.0
lee2019,28,Conformer,AdaBN,88.0,81.0,EA,7.0
lee2019,29,Conformer,AdaBN,62.0,66.5,EA,-4.5
lee2019,30,Conformer,AdaBN,71.0,60.0,EA,11.0
lee2019,31,Conformer,AdaBN,71.0,70.0,EA,1.0
lee2019,32,Conformer,AdaBN,91.5,92.0,EA,-0.5
lee2019,33,Conformer,AdaBN,94.0,93.5,EA,0.5
lee2019,34,Conformer,AdaBN,57.0,55.0,EA,2.0
lee2019,35,Conformer,AdaBN,56.5,49.5,EA,7.0
lee2019,36,Conformer,AdaBN,96.0,96.0,EA,0.0
lee2019,37,Conformer,AdaBN,97.0,94.5,EA,2.5
lee2019,38,Conformer,AdaBN,61.5,57.5,EA,4.0
lee2019,39,Conformer,AdaBN,85.5,79.5,EA,6.0
lee2019,40,Conformer,AdaBN,64.0,62.0,EA,2.0
lee2019,41,Conformer,AdaBN,58.5,60.5,EA,-2.0
lee2019,42,Conformer,AdaBN,70.0,67.5,EA,2.5
lee2019,43,Conformer,AdaBN,71.5,77.5,EA,-6.0
lee2019,44,Conformer,AdaBN,91.0,85.5,EA,5.5
lee2019,45,Conformer,AdaBN,81.0,84.0,EA,-3.0
lee2019,46,Conformer,AdaBN,75.5,74.0,EA,1.5
lee2019,47,Conformer,AdaBN,72.0,72.5,EA,-0.5
lee2019,48,Conformer,AdaBN,57.0,55.5,EA,1.5
lee2019,49,Conformer,AdaBN,75.5,67.5,EA,8.0
lee2019,50,Conformer,AdaBN,57.0,54.5,EA,2.5
lee2019,51,Conformer,AdaBN,63.5,58.5,EA,5.0
lee2019,52,Conformer,AdaBN,71.5,62.0,EA,9.5
lee2019,53,Conformer,AdaBN,66.0,63.0,EA,3.0
lee2019,54,Conformer,AdaBN,65.0,65.0,EA,0.0
cho2017,1,EEGNet,Snapshot,63.5,70.0,EA,-6.5
cho2017,2,EEGNet,Snapshot,60.0,52.5,EA,7.5
cho2017,3,EEGNet,Snapshot,91.5,94.5,EA,-3.0
cho2017,4,EEGNet,Snapshot,93.5,89.0,EA,4.5
cho2017,5,EEGNet,Snapshot,65.5,70.5,EA,-5.0
cho2017,6,EEGNet,Snapshot,62.5,66.0,EA,-3.5
cho2017,7,EEGNet,Snapshot,59.2,62.0833,EA,-2.8832999999999984
cho2017,8,EEGNet,Snapshot,56.0,59.0,EA,-3.0
cho2017,9,EEGNet,Snapshot,65.8,68.3333,EA,-2.533299999999997
cho2017,10,EEGNet,Snapshot,82.5,84.5,EA,-2.0
cho2017,11,EEGNet,Snapshot,68.5,74.5,EA,-6.0
cho2017,12,EEGNet,Snapshot,71.0,68.0,EA,3.0
cho2017,13,EEGNet,Snapshot,51.0,48.0,EA,3.0
cho2017,14,EEGNet,Snapshot,90.5,90.5,EA,0.0
cho2017,15,EEGNet,Snapshot,79.5,85.0,EA,-5.5
cho2017,16,EEGNet,Snapshot,58.5,60.0,EA,-1.5
cho2017,17,EEGNet,Snapshot,53.0,54.5,EA,-1.5
cho2017,18,EEGNet,Snapshot,70.5,77.0,EA,-6.5
cho2017,19,EEGNet,Snapshot,68.0,67.5,EA,0.5
cho2017,20,EEGNet,Snapshot,62.0,63.5,EA,-1.5
cho2017,21,EEGNet,Snapshot,81.0,72.0,EA,9.0
cho2017,22,EEGNet,Snapshot,78.0,67.0,EA,11.0
cho2017,23,EEGNet,Snapshot,89.0,80.5,EA,8.5
cho2017,24,EEGNet,Snapshot,72.5,70.0,EA,2.5
cho2017,25,EEGNet,Snapshot,80.5,76.0,EA,4.5
cho2017,26,EEGNet,Snapshot,68.0,74.5,EA,-6.5
cho2017,27,EEGNet,Snapshot,53.5,54.0,EA,-0.5
cho2017,28,EEGNet,Snapshot,48.0,50.0,EA,-2.0
cho2017,29,EEGNet,Snapshot,58.5,60.5,EA,-2.0
cho2017,30,EEGNet,Snapshot,61.0,65.0,EA,-4.0
cho2017,31,EEGNet,Snapshot,74.0,64.0,EA,10.0
cho2017,32,EEGNet,Snapshot,51.5,55.5,EA,-4.0
cho2017,33,EEGNet,Snapshot,65.0,68.5,EA,-3.5
cho2017,34,EEGNet,Snapshot,51.5,59.5,EA,-8.0
cho2017,35,EEGNet,Snapshot,61.0,60.5,EA,0.5
cho2017,36,EEGNet,Snapshot,68.5,69.0,EA,-0.5
cho2017,37,EEGNet,Snapshot,47.5,49.0,EA,-1.5
cho2017,38,EEGNet,Snapshot,60.5,72.0,EA,-11.5
cho2017,39,EEGNet,Snapshot,72.5,74.5,EA,-2.0
cho2017,40,EEGNet,Snapshot,54.0,53.0,EA,1.0
cho2017,41,EEGNet,Snapshot,95.5,97.0,EA,-1.5
cho2017,42,EEGNet,Snapshot,71.0,64.0,EA,7.0
cho2017,43,EEGNet,Snapshot,97.0,97.0,EA,0.0
cho2017,44,EEGNet,Snapshot,78.0,74.0,EA,4.0
cho2017,45,EEGNet,Snapshot,63.0,69.5,EA,-6.5
cho2017,46,EEGNet,Snapshot,79.2,77.0833,EA,2.1167000000000087
cho2017,47,EEGNet,Snapshot,74.0,71.5,EA,2.5
cho2017,48,EEGNet,Snapshot,95.0,95.5,EA,-0.5
cho2017,49,EEGNet,Snapshot,69.5,68.0,EA,1.5
cho2017,50,EEGNet,Snapshot,65.5,69.5,EA,-4.0
cho2017,51,EEGNet,Snapshot,65.0,62.5,EA,2.5
cho2017,52,EEGNet,Snapshot,71.0,71.0,EA,0.0
lee2019,1,EEGNet,Snapshot,86.5,86.0,EA,0.5
lee2019,2,EEGNet,Snapshot,80.5,73.0,EA,7.5
lee2019,3,EEGNet,Snapshot,83.5,88.0,EA,-4.5
lee2019,4,EEGNet,Snapshot,55.0,57.5,EA,-2.5
lee2019,5,EEGNet,Snapshot,89.5,92.0,EA,-2.5
lee2019,6,EEGNet,Snapshot,71.5,71.5,EA,0.0
lee2019,7,EEGNet,Snapshot,59.5,66.0,EA,-6.5
lee2019,8,EEGNet,Snapshot,79.0,81.0,EA,-2.0
lee2019,9,EEGNet,Snapshot,85.5,85.0,EA,0.5
lee2019,10,EEGNet,Snapshot,65.5,68.5,EA,-3.0
lee2019,11,EEGNet,Snapshot,58.0,55.0,EA,3.0
lee2019,12,EEGNet,Snapshot,70.5,69.5,EA,1.0
lee2019,13,EEGNet,Snapshot,57.0,63.0,EA,-6.0
lee2019,14,EEGNet,Snapshot,78.5,79.5,EA,-1.0
lee2019,15,EEGNet,Snapshot,52.0,55.0,EA,-3.0
lee2019,16,EEGNet,Snapshot,60.5,64.0,EA,-3.5
lee2019,17,EEGNet,Snapshot,71.5,64.0,EA,7.5
lee2019,18,EEGNet,Snapshot,90.5,91.0,EA,-0.5
lee2019,19,EEGNet,Snapshot,84.5,78.0,EA,6.5
lee2019,20,EEGNet,Snapshot,69.5,72.5,EA,-3.0
lee2019,21,EEGNet,Snapshot,87.0,87.0,EA,0.0
lee2019,22,EEGNet,Snapshot,73.5,69.5,EA,4.0
lee2019,23,EEGNet,Snapshot,77.5,74.0,EA,3.5
lee2019,24,EEGNet,Snapshot,57.5,60.5,EA,-3.0
lee2019,25,EEGNet,Snapshot,63.0,61.0,EA,2.0
lee2019,26,EEGNet,Snapshot,61.0,64.0,EA,-3.0
lee2019,27,EEGNet,Snapshot,55.0,56.0,EA,-1.0
lee2019,28,EEGNet,Snapshot,92.5,86.5,EA,6.0
lee2019,29,EEGNet,Snapshot,67.5,62.5,EA,5.0
lee2019,30,EEGNet,Snapshot,70.5,66.0,EA,4.5
lee2019,31,EEGNet,Snapshot,64.5,63.0,EA,1.5
lee2019,32,EEGNet,Snapshot,95.5,93.5,EA,2.0
lee2019,33,EEGNet,Snapshot,88.0,94.0,EA,-6.0
lee2019,34,EEGNet,Snapshot,46.5,48.5,EA,-2.0
lee2019,35,EEGNet,Snapshot,54.5,55.0,EA,-0.5
lee2019,36,EEGNet,Snapshot,95.0,94.5,EA,0.5
lee2019,37,EEGNet,Snapshot,97.5,96.5,EA,1.0
lee2019,38,EEGNet,Snapshot,64.0,64.5,EA,-0.5
lee2019,39,EEGNet,Snapshot,80.5,87.0,EA,-6.5
lee2019,40,EEGNet,Snapshot,58.5,63.0,EA,-4.5
lee2019,41,EEGNet,Snapshot,51.5,54.5,EA,-3.0
lee2019,42,EEGNet,Snapshot,68.5,72.5,EA,-4.0
lee2019,43,EEGNet,Snapshot,71.0,67.0,EA,4.0
lee2019,44,EEGNet,Snapshot,90.5,88.0,EA,2.5
lee2019,45,EEGNet,Snapshot,76.5,79.0,EA,-2.5
lee2019,46,EEGNet,Snapshot,72.0,73.5,EA,-1.5
lee2019,47,EEGNet,Snapshot,74.5,74.0,EA,0.5
lee2019,48,EEGNet,Snapshot,56.5,58.0,EA,-1.5
lee2019,49,EEGNet,Snapshot,66.5,67.5,EA,-1.0
lee2019,50,EEGNet,Snapshot,51.0,54.5,EA,-3.5
lee2019,51,EEGNet,Snapshot,64.5,66.0,EA,-1.5
lee2019,52,EEGNet,Snapshot,73.0,64.0,EA,9.0
lee2019,53,EEGNet,Snapshot,60.0,66.0,EA,-6.0
lee2019,54,EEGNet,Snapshot,62.5,62.5,EA,0.0
cho2017,1,CSPNet,Snapshot,64.0,68.5,EA,-4.5
cho2017,2,CSPNet,Snapshot,58.0,58.5,EA,-0.5
cho2017,3,CSPNet,Snapshot,92.0,93.5,EA,-1.5
cho2017,4,CSPNet,Snapshot,93.5,95.0,EA,-1.5
cho2017,5,CSPNet,Snapshot,69.0,72.0,EA,-3.0
cho2017,6,CSPNet,Snapshot,58.5,67.5,EA,-9.0
cho2017,7,CSPNet,Snapshot,63.75,62.5,EA,1.25
cho2017,8,CSPNet,Snapshot,54.0,54.5,EA,-0.5
cho2017,9,CSPNet,Snapshot,72.9167,74.5833,EA,-1.6665999999999883
cho2017,10,CSPNet,Snapshot,84.0,86.5,EA,-2.5
cho2017,11,CSPNet,Snapshot,72.0,71.0,EA,1.0
cho2017,12,CSPNet,Snapshot,73.0,71.5,EA,1.5
cho2017,13,CSPNet,Snapshot,55.0,53.0,EA,2.0
cho2017,14,CSPNet,Snapshot,91.0,95.0,EA,-4.0
cho2017,15,CSPNet,Snapshot,79.0,80.0,EA,-1.0
cho2017,16,CSPNet,Snapshot,65.5,63.0,EA,2.5
cho2017,17,CSPNet,Snapshot,55.5,55.5,EA,0.0
cho2017,18,CSPNet,Snapshot,69.0,68.5,EA,0.5
cho2017,19,CSPNet,Snapshot,74.0,76.0,EA,-2.0
cho2017,20,CSPNet,Snapshot,73.5,70.5,EA,3.0
cho2017,21,CSPNet,Snapshot,85.5,84.5,EA,1.0
cho2017,22,CSPNet,Snapshot,71.5,74.0,EA,-2.5
cho2017,23,CSPNet,Snapshot,83.5,89.5,EA,-6.0
cho2017,24,CSPNet,Snapshot,72.0,70.5,EA,1.5
cho2017,25,CSPNet,Snapshot,79.5,79.5,EA,0.0
cho2017,26,CSPNet,Snapshot,71.5,72.0,EA,-0.5
cho2017,27,CSPNet,Snapshot,62.5,58.0,EA,4.5
cho2017,28,CSPNet,Snapshot,45.5,49.5,EA,-4.0
cho2017,29,CSPNet,Snapshot,55.5,56.0,EA,-0.5
cho2017,30,CSPNet,Snapshot,75.5,63.5,EA,12.0
cho2017,31,CSPNet,Snapshot,70.0,66.0,EA,4.0
cho2017,32,CSPNet,Snapshot,55.5,54.0,EA,1.5
cho2017,33,CSPNet,Snapshot,68.5,67.5,EA,1.0
cho2017,34,CSPNet,Snapshot,54.5,52.0,EA,2.5
cho2017,35,CSPNet,Snapshot,58.0,57.5,EA,0.5
cho2017,36,CSPNet,Snapshot,68.5,71.5,EA,-3.0
cho2017,37,CSPNet,Snapshot,51.0,57.0,EA,-6.0
cho2017,38,CSPNet,Snapshot,70.0,69.5,EA,0.5
cho2017,39,CSPNet,Snapshot,78.5,79.5,EA,-1.0
cho2017,40,CSPNet,Snapshot,53.0,54.0,EA,-1.0
cho2017,41,CSPNet,Snapshot,92.5,96.5,EA,-4.0
cho2017,42,CSPNet,Snapshot,67.0,67.5,EA,-0.5
cho2017,43,CSPNet,Snapshot,96.5,97.0,EA,-0.5
cho2017,44,CSPNet,Snapshot,75.0,80.0,EA,-5.0
cho2017,45,CSPNet,Snapshot,65.5,68.5,EA,-3.0
cho2017,46,CSPNet,Snapshot,82.5,81.25,EA,1.25
cho2017,47,CSPNet,Snapshot,70.5,74.0,EA,-3.5
cho2017,48,CSPNet,Snapshot,94.5,95.5,EA,-1.0
cho2017,49,CSPNet,Snapshot,70.5,73.5,EA,-3.0
cho2017,50,CSPNet,Snapshot,68.5,70.5,EA,-2.0
cho2017,51,CSPNet,Snapshot,66.0,68.0,EA,-2.0
cho2017,52,CSPNet,Snapshot,76.5,79.5,EA,-3.0
lee2019,1,CSPNet,Snapshot,88.5,86.5,EA,2.0
lee2019,2,CSPNet,Snapshot,80.5,80.0,EA,0.5
lee2019,3,CSPNet,Snapshot,91.0,84.5,EA,6.5
lee2019,4,CSPNet,Snapshot,62.0,60.0,EA,2.0
lee2019,5,CSPNet,Snapshot,89.5,93.0,EA,-3.5
lee2019,6,CSPNet,Snapshot,72.5,73.0,EA,-0.5
lee2019,7,CSPNet,Snapshot,63.5,64.5,EA,-1.0
lee2019,8,CSPNet,Snapshot,78.0,78.5,EA,-0.5
lee2019,9,CSPNet,Snapshot,83.0,83.0,EA,0.0
lee2019,10,CSPNet,Snapshot,69.0,67.0,EA,2.0
lee2019,11,CSPNet,Snapshot,58.5,54.5,EA,4.0
lee2019,12,CSPNet,Snapshot,68.0,67.5,EA,0.5
lee2019,13,CSPNet,Snapshot,60.5,62.5,EA,-2.0
lee2019,14,CSPNet,Snapshot,81.5,77.5,EA,4.0
lee2019,15,CSPNet,Snapshot,63.0,60.0,EA,3.0
lee2019,16,CSPNet,Snapshot,62.0,58.0,EA,4.0
lee2019,17,CSPNet,Snapshot,72.0,68.0,EA,4.0
lee2019,18,CSPNet,Snapshot,89.0,85.0,EA,4.0
lee2019,19,CSPNet,Snapshot,85.0,84.5,EA,0.5
lee2019,20,CSPNet,Snapshot,73.0,73.0,EA,0.0
lee2019,21,CSPNet,Snapshot,94.5,83.0,EA,11.5
lee2019,22,CSPNet,Snapshot,72.5,70.0,EA,2.5
lee2019,23,CSPNet,Snapshot,80.0,76.5,EA,3.5
lee2019,24,CSPNet,Snapshot,58.0,54.5,EA,3.5
lee2019,25,CSPNet,Snapshot,61.0,56.0,EA,5.0
lee2019,26,CSPNet,Snapshot,63.0,63.5,EA,-0.5
lee2019,27,CSPNet,Snapshot,58.5,55.5,EA,3.0
lee2019,28,CSPNet,Snapshot,91.0,92.0,EA,-1.0
lee2019,29,CSPNet,Snapshot,65.5,71.5,EA,-6.0
lee2019,30,CSPNet,Snapshot,74.0,71.0,EA,3.0
lee2019,31,CSPNet,Snapshot,72.0,67.5,EA,4.5
lee2019,32,CSPNet,Snapshot,93.0,96.0,EA,-3.0
lee2019,33,CSPNet,Snapshot,96.5,93.5,EA,3.0
lee2019,34,CSPNet,Snapshot,50.0,45.0,EA,5.0
lee2019,35,CSPNet,Snapshot,58.0,54.0,EA,4.0
lee2019,36,CSPNet,Snapshot,95.5,95.0,EA,0.5
lee2019,37,CSPNet,Snapshot,96.0,96.0,EA,0.0
lee2019,38,CSPNet,Snapshot,60.5,57.5,EA,3.0
lee2019,39,CSPNet,Snapshot,84.5,87.0,EA,-2.5
lee2019,40,CSPNet,Snapshot,65.0,69.0,EA,-4.0
lee2019,41,CSPNet,Snapshot,63.0,59.5,EA,3.5
lee2019,42,CSPNet,Snapshot,71.0,70.5,EA,0.5
lee2019,43,CSPNet,Snapshot,77.5,74.5,EA,3.0
lee2019,44,CSPNet,Snapshot,89.5,87.0,EA,2.5
lee2019,45,CSPNet,Snapshot,77.5,77.0,EA,0.5
lee2019,46,CSPNet,Snapshot,76.5,74.5,EA,2.0
lee2019,47,CSPNet,Snapshot,78.5,76.5,EA,2.0
lee2019,48,CSPNet,Snapshot,56.5,58.5,EA,-2.0
lee2019,49,CSPNet,Snapshot,76.0,68.0,EA,8.0
lee2019,50,CSPNet,Snapshot,56.5,51.0,EA,5.5
lee2019,51,CSPNet,Snapshot,66.0,68.5,EA,-2.5
lee2019,52,CSPNet,Snapshot,72.5,65.5,EA,7.0
lee2019,53,CSPNet,Snapshot,67.0,64.0,EA,3.0
lee2019,54,CSPNet,Snapshot,62.0,61.5,EA,0.5
cho2017,1,Conformer,Snapshot,68.0,66.5,EA,1.5
cho2017,2,Conformer,Snapshot,63.0,59.0,EA,4.0
cho2017,3,Conformer,Snapshot,91.0,94.0,EA,-3.0
cho2017,4,Conformer,Snapshot,90.0,88.0,EA,2.0
cho2017,5,Conformer,Snapshot,74.5,69.0,EA,5.5
cho2017,6,Conformer,Snapshot,67.5,66.5,EA,1.0
cho2017,7,Conformer,Snapshot,56.25,58.3333,EA,-2.0833000000000013
cho2017,8,Conformer,Snapshot,60.5,64.0,EA,-3.5
cho2017,9,Conformer,Snapshot,70.0,71.6667,EA,-1.6667000000000058
cho2017,10,Conformer,Snapshot,86.5,86.0,EA,0.5
cho2017,11,Conformer,Snapshot,68.0,71.5,EA,-3.5
cho2017,12,Conformer,Snapshot,75.5,73.0,EA,2.5
cho2017,13,Conformer,Snapshot,55.0,55.0,EA,0.0
cho2017,14,Conformer,Snapshot,90.0,91.5,EA,-1.5
cho2017,15,Conformer,Snapshot,76.0,73.5,EA,2.5
cho2017,16,Conformer,Snapshot,61.5,62.5,EA,-1.0
cho2017,17,Conformer,Snapshot,52.5,54.0,EA,-1.5
cho2017,18,Conformer,Snapshot,70.5,65.0,EA,5.5
cho2017,19,Conformer,Snapshot,68.5,69.5,EA,-1.0
cho2017,20,Conformer,Snapshot,68.0,65.5,EA,2.5
cho2017,21,Conformer,Snapshot,83.0,79.5,EA,3.5
cho2017,22,Conformer,Snapshot,78.0,73.5,EA,4.5
cho2017,23,Conformer,Snapshot,84.0,87.5,EA,-3.5
cho2017,24,Conformer,Snapshot,72.5,75.0,EA,-2.5
cho2017,25,Conformer,Snapshot,78.5,79.5,EA,-1.0
cho2017,26,Conformer,Snapshot,68.5,63.5,EA,5.0
cho2017,27,Conformer,Snapshot,56.5,56.0,EA,0.5
cho2017,28,Conformer,Snapshot,49.0,48.5,EA,0.5
cho2017,29,Conformer,Snapshot,55.0,65.5,EA,-10.5
cho2017,30,Conformer,Snapshot,60.0,61.5,EA,-1.5
cho2017,31,Conformer,Snapshot,71.0,69.5,EA,1.5
cho2017,32,Conformer,Snapshot,55.0,54.0,EA,1.0
cho2017,33,Conformer,Snapshot,61.5,67.5,EA,-6.0
cho2017,34,Conformer,Snapshot,50.0,53.5,EA,-3.5
cho2017,35,Conformer,Snapshot,61.5,63.5,EA,-2.0
cho2017,36,Conformer,Snapshot,64.5,73.0,EA,-8.5
cho2017,37,Conformer,Snapshot,49.5,47.5,EA,2.0
cho2017,38,Conformer,Snapshot,55.5,62.0,EA,-6.5
cho2017,39,Conformer,Snapshot,75.0,71.5,EA,3.5
cho2017,40,Conformer,Snapshot,54.5,55.0,EA,-0.5
cho2017,41,Conformer,Snapshot,91.0,89.0,EA,2.0
cho2017,42,Conformer,Snapshot,65.5,66.5,EA,-1.0
cho2017,43,Conformer,Snapshot,98.0,97.5,EA,0.5
cho2017,44,Conformer,Snapshot,77.5,74.0,EA,3.5
cho2017,45,Conformer,Snapshot,66.0,66.0,EA,0.0
cho2017,46,Conformer,Snapshot,80.0,73.3333,EA,6.666700000000006
