dataset,subject,backbone,method,acc,reference_acc,reference,delta
cho2017,47,Conformer,Snapshot,71.5,73.0,EA,-1.5
cho2017,48,Conformer,Snapshot,91.0,87.0,EA,4.0
cho2017,49,Conformer,Snapshot,71.5,63.5,EA,8.0
cho2017,50,Conformer,Snapshot,61.5,60.0,EA,1.5
cho2017,51,Conformer,Snapshot,63.5,67.5,EA,-4.0
cho2017,52,Conformer,Snapshot,73.0,79.0,EA,-6.0
lee2019,1,Conformer,Snapshot,85.5,82.5,EA,3.0
lee2019,2,Conformer,Snapshot,75.0,65.5,EA,9.5
lee2019,3,Conformer,Snapshot,85.5,91.5,EA,-6.0
lee2019,4,Conformer,Snapshot,53.5,55.0,EA,-1.5
lee2019,5,Conformer,Snapshot,91.0,74.5,EA,16.5
lee2019,6,Conformer,Snapshot,68.5,64.5,EA,4.0
lee2019,7,Conformer,Snapshot,65.0,63.0,EA,2.0
lee2019,8,Conformer,Snapshot,79.5,73.0,EA,6.5
lee2019,9,Conformer,Snapshot,77.0,84.0,EA,-7.0
lee2019,10,Conformer,Snapshot,71.5,69.5,EA,2.0
lee2019,11,Conformer,Snapshot,53.5,50.0,EA,3.5
lee2019,12,Conformer,Snapshot,71.5,71.5,EA,0.0
lee2019,13,Conformer,Snapshot,60.0,63.0,EA,-3.0
lee2019,14,Conformer,Snapshot,75.0,74.5,EA,0.5
lee2019,15,Conformer,Snapshot,53.5,53.5,EA,0.0
lee2019,16,Conformer,Snapshot,61.5,62.5,EA,-1.0
lee2019,17,Conformer,Snapshot,69.5,70.0,EA,-0.5
lee2019,18,Conformer,Snapshot,93.0,79.5,EA,13.5
lee2019,19,Conformer,Snapshot,82.5,76.0,EA,6.5
lee2019,20,Conformer,Snapshot,70.5,73.5,EA,-3.0
lee2019,21,Conformer,Snapshot,86.0,82.0,EA,4.0
lee2019,22,Conformer,Snapshot,71.5,63.5,EA,8.0
lee2019,23,Conformer,Snapshot,71.5,77.0,EA,-5.5
lee2019,24,Conformer,Snapshot,54.0,58.5,EA,-4.5
lee2019,25,Conformer,Snapshot,57.5,63.5,EA,-6.0
lee2019,26,Conformer,Snapshot,67.5,66.5,EA,1.0
lee2019,27,Conformer,Snapshot,59.5,51.0,EA,8.5
lee2019,28,Conformer,Snapshot,91.0,81.0,EA,10.0
lee2019,29,Conformer,Snapshot,54.5,66.5,EA,-12.0
lee2019,30,Conformer,Snapshot,66.5,60.0,EA,6.5
lee2019,31,Conformer,Snapshot,69.0,70.0,EA,-1.0
lee2019,32,Conformer,Snapshot,93.0,92.0,EA,1.0
lee2019,33,Conformer,Snapshot,93.0,93.5,EA,-0.5
lee2019,34,Conformer,Snapshot,51.0,55.0,EA,-4.0
lee2019,35,Conformer,Snapshot,58.5,49.5,EA,9.0
lee2019,36,Conformer,Snapshot,95.0,96.0,EA,-1.0
lee2019,37,Conformer,Snapshot,96.0,94.5,EA,1.5
lee2019,38,Conformer,Snapshot,60.0,57.5,EA,2.5
lee2019,39,Conformer,Snapshot,84.0,79.5,EA,4.5
lee2019,40,Conformer,Snapshot,62.5,62.0,EA,0.5
lee2019,41,Conformer,Snapshot,58.5,60.5,EA,-2.0
lee2019,42,Conformer,Snapshot,65.5,67.5,EA,-2.0
lee2019,43,Conformer,Snapshot,74.5,77.5,EA,-3.0
lee2019,44,Conformer,Snapshot,79.5,85.5,EA,-6.0
lee2019,45,Conformer,Snapshot,78.5,84.0,EA,-5.5
lee2019,46,Conformer,Snapshot,72.0,74.0,EA,-2.0
lee2019,47,Conformer,Snapshot,74.0,72.5,EA,1.5
lee2019,48,Conformer,Snapshot,59.5,55.5,EA,4.0
lee2019,49,Conformer,Snapshot,64.0,67.5,EA,-3.5
lee2019,50,Conformer,Snapshot,56.5,54.5,EA,2.0
lee2019,51,Conformer,Snapshot,63.0,58.5,EA,4.5
lee2019,52,Conformer,Snapshot,71.0,62.0,EA,9.0
lee2019,53,Conformer,Snapshot,62.0,63.0,EA,-1.0
lee2019,54,Conformer,Snapshot,59.0,65.0,EA,-6.0
