dataset,subject,n_trials,n_channels,class0,class1,class_cov_riemann_dist,csp_centroid_dist,csp_centroid_cosine,csp_fisher_ratio,original_acc,best_generalization_acc,best_delta,original_illiterate,persistent_fail
cho2017,1,200,64,0,1,1.980556553532825,1.128584300813667,0.9711815807496653,0.6669456343024339,66.16666666666667,68.33333333333333,2.166666666666657,True,True
cho2017,2,200,64,0,1,1.4040516967554355,0.5013964285932668,0.9939490914704759,0.2359284961853078,54.833333333333336,60.333333333333336,5.5,True,True
cho2017,3,200,64,0,1,2.48525464956851,1.8596832066406874,0.926792722727094,1.9109435361143594,89.33333333333333,94.0,4.666666666666671,False,False
cho2017,4,200,64,0,1,1.661311941502896,0.9804800513227881,0.9772300679596898,0.9345822667668168,82.83333333333333,92.33333333333333,9.5,False,False
cho2017,5,200,64,0,1,1.9866206336201362,1.0924910558825596,0.9717560386347058,1.1217456437469453,60.0,70.5,10.5,True,False
cho2017,6,200,64,0,1,1.4771136604286887,0.9223110820915249,0.9800812390967281,0.5320210377926436,59.0,66.66666666666667,7.666666666666671,True,True
cho2017,7,240,64,0,1,1.9201798471102047,0.4316244511495622,0.9963711759946533,0.050718605184155593,62.916666666666664,61.51666666666667,-1.3999999999999915,True,True
cho2017,8,200,64,0,1,1.233581184196657,0.6107991869846393,0.9908703875659126,0.39701675629900984,57.333333333333336,59.166666666666664,1.8333333333333286,True,True
cho2017,9,240,64,0,1,1.2645556420119781,0.6559759751093523,0.9896896795131304,0.3153825342154679,70.55556666666666,72.08333333333333,1.5277666666666647,False,False
cho2017,10,200,64,0,1,1.4388898038823523,0.788137154108477,0.98490247898221,0.6888944142466042,77.16666666666667,86.5,9.333333333333329,False,False
cho2017,11,200,64,0,1,1.261506380814793,0.6307891488362848,0.9900613125772643,0.7261727536801003,61.833333333333336,72.33333333333333,10.499999999999993,True,False
cho2017,12,200,64,0,1,1.7493172533019268,0.9422079683604228,0.9786597420440935,0.9024273179527894,57.666666666666664,73.16666666666667,15.500000000000007,True,False
cho2017,13,200,64,0,1,1.3560606202129826,0.8027992929966572,0.9848112423920766,0.45093538316252424,52.333333333333336,54.833333333333336,2.5,True,True
cho2017,14,200,64,0,1,2.2430091447718903,1.9008593783125372,0.9213290060367455,3.312870156685753,88.83333333333333,92.5,3.6666666666666714,False,False
cho2017,15,200,64,0,1,1.244136533566766,0.7718529151002123,0.9851506372366404,1.4277562383759388,64.83333333333333,82.16666666666667,17.333333333333343,True,False
cho2017,16,200,64,0,1,1.3508930802192791,0.5774255698114228,0.9918265641679421,0.467685161015347,59.833333333333336,63.833333333333336,4.0,True,True
cho2017,17,200,64,0,1,1.474479624998985,0.49900911204941756,0.9940397614536131,0.20994494643208098,48.833333333333336,54.666666666666664,5.833333333333329,True,True
cho2017,18,200,64,0,1,1.6360926925240673,0.6549119903638916,0.991495434231362,0.1280912664063103,64.66666666666667,72.66666666666667,8.0,True,False
cho2017,19,200,64,0,1,1.4972332134645927,0.6318769333520794,0.9910697947266844,0.16910289396001896,60.0,71.0,11.0,True,False
cho2017,20,200,64,0,1,2.0162774973111457,0.9284194180586323,0.9792943623489007,0.9022845593997121,56.5,68.66666666666667,12.166666666666671,True,True
cho2017,21,200,64,0,1,1.8862565163693221,0.8595967105625221,0.9826075107649838,0.5898987279676569,67.83333333333333,83.16666666666667,15.333333333333343,True,False
cho2017,22,200,64,0,1,1.670054822109867,0.7409740200089859,0.9868157791141582,0.5240537441335839,71.5,75.83333333333333,4.333333333333329,False,False
cho2017,23,200,64,0,1,1.6179077567514573,1.0315600744143116,0.9749164316924372,0.8706453030759186,72.83333333333333,86.66666666666667,13.833333333333343,False,False
cho2017,24,200,64,0,1,1.2700523119167326,0.8254083735644647,0.9838906803781055,0.467296787506677,74.0,74.0,0.0,False,False
cho2017,25,200,64,0,1,1.542260146866134,0.7462334246041316,0.987155508581341,0.2790062879819748,73.5,79.5,6.0,False,False
cho2017,26,200,64,0,1,1.819356467950058,0.8969291584712813,0.9825572313037723,0.2897349883107187,68.83333333333333,74.66666666666667,5.833333333333343,True,False
cho2017,27,200,64,0,1,1.1436774823188882,0.6224647839019516,0.990325406203918,0.7391772487867196,49.833333333333336,57.5,7.666666666666664,True,True
cho2017,28,200,64,0,1,1.7207170120054982,0.6629652600571309,0.9899527309714019,0.23109447332543945,51.666666666666664,49.666666666666664,-2.0,True,True
cho2017,29,200,64,0,1,1.4784970373769113,0.5234575056330459,0.9939812285152518,0.08926264915092268,61.166666666666664,60.666666666666664,-0.5,True,True
cho2017,30,200,64,0,1,1.379476087840766,0.6476303521163403,0.98994750746461,0.350483762582817,61.166666666666664,66.66666666666667,5.500000000000007,True,True
cho2017,31,200,64,0,1,1.2519747665770034,0.7788869946589296,0.9854368133347878,0.5065000632463228,62.5,71.66666666666667,9.166666666666671,True,False
cho2017,32,200,64,0,1,1.2570956792358228,0.6494835225498721,0.989645312802082,0.47415271751683546,54.166666666666664,54.5,0.3333333333333357,True,True
cho2017,33,200,64,0,1,1.2800147265995108,0.6805755267039113,0.9885834430528007,0.6206263781565209,62.833333333333336,70.33333333333333,7.499999999999993,True,False
cho2017,34,200,64,0,1,1.6867992592439514,0.41829709572634277,0.9961300533459637,0.051288953489750544,51.0,55.0,4.0,True,True
cho2017,35,200,64,0,1,3.747729334052421,2.656739166157877,0.8745406881560448,1.5270060803038705,56.166666666666664,60.5,4.333333333333336,True,True
cho2017,36,200,64,0,1,1.745455664172115,0.9306890587165799,0.9817116646767081,0.32608258875248863,68.83333333333333,71.16666666666667,2.333333333333343,True,False
cho2017,37,200,64,0,1,2.2880493274306395,0.6894004439022533,0.9897230094934941,0.1704657433846891,51.166666666666664,52.0,0.8333333333333357,True,True
cho2017,38,200,64,0,1,1.2159717226003237,0.580555533739722,0.9917230543632698,0.36890542091602907,59.833333333333336,69.33333333333333,9.499999999999993,True,True
cho2017,39,200,64,0,1,1.8767315566138258,0.744520545828057,0.9870563807361564,0.3310314920634792,51.333333333333336,76.33333333333333,24.999999999999993,True,False
cho2017,40,200,64,0,1,1.5179650317208133,0.5784597452739805,0.9919342189645818,0.3429524288283165,50.666666666666664,54.0,3.3333333333333357,True,True
cho2017,41,200,64,0,1,1.9050361036629782,1.2133508843390326,0.9654128683153153,1.4358768877289076,92.0,95.16666666666667,3.1666666666666714,False,False
cho2017,42,200,64,0,1,1.168773270467825,0.6491555883198062,0.989453286160098,0.9125748673339802,69.16666666666667,67.83333333333333,-1.3333333333333428,True,True
cho2017,43,200,64,0,1,2.420646302986515,1.7912801370787856,0.9343651169989309,1.1467950756493392,97.16666666666667,97.16666666666667,0.0,False,False
cho2017,44,200,64,0,1,2.273104861465075,1.0352311363891045,0.9803033425961475,0.18505475212333916,71.33333333333333,76.83333333333333,5.5,False,False
cho2017,45,200,64,0,1,1.6269693005564336,0.6972054538308173,0.9887117196112709,0.21452254439118695,63.166666666666664,68.0,4.833333333333336,True,True
cho2017,46,240,64,0,1,2.3782466217415332,1.1305271322909487,0.9738780773716258,0.37189830951903596,71.5278,81.66666666666667,10.138866666666672,False,False
cho2017,47,200,64,0,1,2.3168736890239905,0.8642169599698598,0.9831644258611398,0.35298777151300353,67.5,74.66666666666667,7.166666666666671,True,False
cho2017,48,200,64,0,1,2.251514539117271,0.9847023854814765,0.9788141698120296,0.42027425602792606,90.0,93.5,3.5,False,False
cho2017,49,200,64,0,1,2.4931516162036362,1.1532395474746786,0.9693526873260995,1.0136330008215053,64.5,71.5,7.0,True,False
cho2017,50,200,64,0,1,1.556214689752617,1.0427833973764322,0.9736237655036615,1.7720844859269045,60.166666666666664,69.0,8.833333333333336,True,True
cho2017,51,200,64,0,1,1.4872403880462364,0.5964246950360008,0.9916744334508942,0.21777081971836518,61.833333333333336,67.33333333333333,5.499999999999993,True,True
cho2017,52,200,64,0,1,1.2360540509362912,0.745455544686182,0.9862912412752928,0.8620563162781604,66.16666666666667,76.5,10.333333333333329,True,False
lee2019,1,200,62,0,1,2.2348881292893954,0.9830953208779016,0.9810189366374019,0.24246016953273675,83.0,86.83333333333333,3.8333333333333286,False,False
lee2019,2,200,62,0,1,1.3951832849901147,0.8676457152780939,0.9815401906018965,1.1280347854151613,73.66666666666667,78.66666666666667,5.0,False,False
lee2019,3,200,62,0,1,2.579314717885687,1.8839193631452118,0.9366203769475758,0.5540769187394037,85.0,88.83333333333333,3.8333333333333286,False,False
lee2019,4,200,62,0,1,1.5160967464463901,0.6935753895059646,0.9898450132950699,0.1426791637282018,59.0,59.5,0.5,True,True
lee2019,5,200,62,0,1,2.6511286514282406,1.0567562908769614,0.9783880891856778,0.43271449538596424,88.66666666666667,90.33333333333333,1.6666666666666572,False,False
lee2019,6,200,62,0,1,1.9388966513214763,1.1324874063920833,0.9728432749232699,0.3800087832100919,70.0,70.83333333333333,0.8333333333333286,False,False
lee2019,7,200,62,0,1,1.7119882881898865,0.9960331912631321,0.9780670607781601,0.3694941773550517,61.166666666666664,64.83333333333333,3.6666666666666643,True,True
lee2019,8,200,62,0,1,1.6930885458550222,0.8565841424379239,0.984769686842363,0.2471175300173332,72.66666666666667,78.83333333333333,6.166666666666657,False,False
lee2019,9,200,62,0,1,1.3999885740259947,0.8826935881154089,0.9811458112679275,0.7961203330592593,83.16666666666667,84.0,0.8333333333333286,False,False
lee2019,10,200,62,0,1,2.278505289068969,0.9515080906801474,0.9823254333999264,0.23852700726601694,62.333333333333336,69.83333333333333,7.499999999999993,True,True
lee2019,11,200,62,0,1,1.374043191330223,0.5545302026569899,0.9945957426829443,0.03656428481446013,56.5,56.666666666666664,0.1666666666666643,True,True
lee2019,12,200,62,0,1,1.5781211917548446,0.8641975906679819,0.9829687188131061,0.34482535556403016,69.0,70.0,1.0,True,False
lee2019,13,200,62,0,1,1.6181710184220128,0.8449904995269311,0.9836176827384574,0.3954607348875098,56.166666666666664,63.166666666666664,7.0,True,True
lee2019,14,200,62,0,1,1.7392186734178383,0.8917714517357305,0.984178095400808,0.1448602229110653,74.66666666666667,80.5,5.833333333333329,False,False
lee2019,15,200,62,0,1,2.581814779071527,0.9817804341551596,0.9813150907324062,0.21955231911472972,52.833333333333336,60.166666666666664,7.333333333333329,True,True
lee2019,16,200,62,0,1,2.982824018114563,1.0557414354223564,0.9813268163719251,0.12946898542329488,60.5,61.5,1.0,True,True
lee2019,17,200,62,0,1,1.5215148048283578,0.8560882257636958,0.9830684721722459,0.3901092741841159,63.833333333333336,71.0,7.166666666666664,True,False
lee2019,18,200,62,0,1,2.1250784285449114,1.3402146562539525,0.9610968627445639,0.6848764915610194,84.33333333333333,90.83333333333333,6.5,False,False
lee2019,19,200,62,0,1,2.100564028716023,1.2246776719936068,0.974037200534438,0.2708126085062964,71.83333333333333,84.0,12.166666666666671,False,False
lee2019,20,200,62,0,1,1.6663064669906082,0.7587678990418045,0.9868725054935048,0.28869175138100106,72.33333333333333,73.0,0.6666666666666714,False,False
lee2019,21,200,62,0,1,2.377231082392249,1.8481164051824273,0.9248521384035148,3.018680882363658,83.66666666666667,94.0,10.333333333333329,False,False
lee2019,22,200,62,0,1,1.4748952259508092,0.7685244244687384,0.9855987580522497,0.646436199902246,65.33333333333333,76.5,11.166666666666671,True,False
lee2019,23,200,62,0,1,1.597660917687136,1.142839189503528,0.9687725017468818,1.6152504224789537,78.66666666666667,80.66666666666667,2.0,False,False
lee2019,24,200,62,0,1,1.4697433848638959,0.8571294496619839,0.9823992087474724,0.6736883302120252,55.0,57.833333333333336,2.8333333333333357,True,True
lee2019,25,200,62,0,1,1.6844620313317615,0.8759218820885705,0.9828022263362878,0.3296742663923852,60.0,61.166666666666664,1.1666666666666643,True,True
lee2019,26,200,62,0,1,1.7764802530626724,0.5296393665581371,0.9934316063295574,0.23487500592047217,63.0,64.66666666666667,1.6666666666666714,True,True
lee2019,27,200,62,0,1,1.5308803405806335,0.5595441193726146,0.99325652302779,0.10604090804482932,53.666666666666664,57.666666666666664,4.0,True,True
lee2019,28,200,62,0,1,1.7938903988251362,1.1784644376245519,0.9706868868341476,0.47237633214900004,87.33333333333333,91.5,4.166666666666671,False,False
lee2019,29,200,62,0,1,8.921562590080207,5.593410526351683,0.6804120869201148,2.006208197989868,72.0,66.83333333333333,-5.166666666666671,False,True
lee2019,30,200,62,0,1,1.7178618444045202,0.6979777989858597,0.9903476747841705,0.1105479485960833,68.66666666666667,71.33333333333333,2.666666666666657,True,False
lee2019,31,200,62,0,1,1.6235337856593037,0.707738473858779,0.9897429466313784,0.17036371615040888,64.66666666666667,68.5,3.8333333333333286,True,True
lee2019,32,200,62,0,1,2.6143960729262314,2.0692507833367357,0.9164098706550975,1.2854029287664943,94.0,93.83333333333333,-0.1666666666666714,False,False
lee2019,33,200,62,0,1,3.0769896341308165,1.456755541815337,0.9569521264825844,0.9427477760498971,94.33333333333333,96.16666666666667,1.8333333333333428,False,False
lee2019,34,200,62,0,1,1.8553787504573742,0.8162974135267466,0.9871963488908599,0.09360931591204161,49.166666666666664,50.333333333333336,1.1666666666666714,True,True
lee2019,35,200,62,0,1,1.4182165489498268,0.8123878020290343,0.9856868785765376,0.2042390169053915,51.833333333333336,57.0,5.166666666666664,True,True
lee2019,36,200,62,0,1,3.7076414745454693,2.9352045910168045,0.8451464499498031,3.3766924035325343,89.83333333333333,95.16666666666667,5.333333333333343,False,False
lee2019,37,200,62,0,1,2.568950189583683,1.8375389557702817,0.9282240632926075,1.7025914798546646,96.66666666666667,97.0,0.3333333333333286,False,False
lee2019,38,200,62,0,1,1.8007043739653021,0.5486912025765083,0.9935407912115762,0.10416265627335512,62.166666666666664,61.5,-0.6666666666666643,True,True
lee2019,39,200,62,0,1,2.630188773802867,0.8771641399579141,0.9835171592326766,0.36542339059067397,82.33333333333333,86.0,3.6666666666666714,False,False
lee2019,40,200,62,0,1,1.5753337584033846,0.6601550741662634,0.9905244915203611,0.12825931991675094,62.833333333333336,64.66666666666667,1.8333333333333357,True,True
lee2019,41,200,62,0,1,1.310500599282475,0.6566988786699227,0.9906056090815764,0.13847008202439623,54.833333333333336,58.166666666666664,3.3333333333333286,True,True
lee2019,42,200,62,0,1,1.5970241638029168,0.7207108171430806,0.9882227077207871,0.23290604267572707,67.83333333333333,72.0,4.166666666666671,True,False
lee2019,43,200,62,0,1,1.5528776255805097,0.8652625848868453,0.9818689236298052,0.8171213198629358,71.66666666666667,74.33333333333333,2.666666666666657,False,False
lee2019,44,200,62,0,1,2.5859436714308406,1.7872310459835075,0.9416917000510175,0.5505245162665185,87.33333333333333,91.83333333333333,4.5,False,False
lee2019,45,200,62,0,1,1.7721464478378148,1.2149675633375359,0.9717479507690928,0.292393980020017,79.16666666666667,80.0,0.8333333333333286,False,False
lee2019,46,200,62,0,1,3.2213936383229744,0.847982046205429,0.9863619564046479,0.20869205670045923,73.83333333333333,76.16666666666667,2.333333333333343,False,False
lee2019,47,200,62,0,1,1.8593689690753223,0.8744079342671888,0.9833836018970676,0.23915502715837866,63.5,75.66666666666667,12.166666666666671,True,False
lee2019,48,200,62,0,1,2.689791216471217,0.5592214868667379,0.9935791875614645,0.0929260480433622,52.0,57.5,5.5,True,True
