variant,cho_to_lee_acc,cho_to_lee_kappa,lee_to_cho_acc,lee_to_cho_kappa,cho_to_lee_csv,lee_to_cho_csv
session_ea_mmd_resample,70.68,0.414,65.16,0.303,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_session_ea_mmd_resample_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_session_ea_mmd_resample_cross_lee2019_to_cho2017_csp_lda.csv
session_ea_feature_coral_mmd_resample,70.29,0.406,65.66,0.313,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_session_ea_feature_coral_mmd_resample_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_session_ea_feature_coral_mmd_resample_cross_lee2019_to_cho2017_csp_lda.csv
source_select_k10,68.29,0.366,64.39,0.288,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k10_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k10_cross_lee2019_to_cho2017_csp_lda.csv
source_select_k20,69.41,0.388,64.56,0.291,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k20_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k20_cross_lee2019_to_cho2017_csp_lda.csv
source_select_k30,69.57,0.391,65.14,0.303,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k30_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k30_cross_lee2019_to_cho2017_csp_lda.csv
source_select_k40,69.00,0.380,64.83,0.297,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k40_cross_cho2017_to_lee2019_csp_lda.csv,/home/hkim/MI_test/results/loso_results_20260608_session_mmd_sourceselect_source_select_k40_cross_lee2019_to_cho2017_csp_lda.csv
